Translation Key,Translated Value
st_wpn_lr300,LR-300ML
st_equ_smilpack_name,Большой походный рюкзак
ammo-12x70-raid,12x70 мм Гравитационная картечь
st_wpn_oc33,ОЦ-33 «Пернач»
st_monolith_prayer_3_of_3_name,Молитва Монолиту (часть 3 из 3)
svoboda_light_proto_exo_outfit_description,"%c[ui_gray_1]Комбинезон «Ветер свободы», модифицированный для использования с прототипом экзоскелета, имеющим аккумулятор и пару сервоприводов. Позволяет повысить силу и грузоподъёмность оператора, но, к сожалению, не имеет уровня защиты, предоставляемого полноценным экзоскелетом. С другой стороны, его техобслуживание обходится гораздо дешевле.\n \n"
st_stim_military,Военный стимулятор
st_wpn_oc33_descr,"Пистолет ОЦ-33 был разработан в середине 1990-х годов в ЦКИБ СОО (Центральное КБ Спортивного и Охотничьего Оружия) под руководством И.Я. Стечкина для замены устаревшего и давно снятого с производства пистолета АПС конструкции того же автора. В настоящее время, в связи с включением ЦКИБ СОО в состав тульского КБ Приборостроения, выпуском и продвижением ОЦ-33 занимается КБП. В незначительных количествах ОЦ-33 состоит на вооружении различных подразделений МВД РФ. По сравнению с пистолетом Стечкина АПС, ОЦ-33 отличается улучшенными характеристиками, более простой конструкцией и удобностью в обращении. Имеется возможность установки ПБС и иных аксессуаров.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] глушитель АПС (после модификации)\n \n"
svoboda_exolight_outfit_name,Тяжёлый бронекостюм «Воин свободы»
st_af_black_spray_name,«Чёрные брызги»
bandit_exolight_outfit_description,"Тяжёлый бронекостюм, по сути, являющимся поддоспешником экзоскелета. По защитным параметрам схож с оными полноценного экзоскелета, однако отсутствие сервоприводов и аккумулятора не предоставляет увеличения силы. С другой стороны, он более дешёв в обслуживании и не препятствует возможности бега в нём. Благодаря своему внушительному и очень пугающему виду является любимым бронекостюмом среди самых безжалостных представителей криминального мира Зоны.\n \n"
merc_exolight_outfit_description,"Тяжёлый бронекостюм наёмников, по сути, являющимся поддоспешником экзоскелета. По защитным параметрам схож с оными полноценного экзоскелета, однако отсутствие сервоприводов и аккумулятора не предоставляет увеличения силы. С другой стороны, он более дешёв в обслуживании и не препятствует возможности бега в нём.\nПредставленный экземпляр пользуется успехом среди командиров отрядов и телохранителей, обеспечивающих безопасность своих клиентов во время проведения полевых работ.\n \n"
st_prt_o_ballistic_12,Усиленные пластины из кевлара «К119»
st_prt_i_paper,Листы бумаги
bandit_scientific_dark_outfit_name,Кустарный комбинезон с ЗСД
st_ecologist_outfit_yello_name,ССП-99 «Топаз»
st_wpn_scar_descr,"FN SCAR (Special Operations Forces Combat Assault Rifle - боевая штурмовая винтовка для сил специальных операций) - оружейная система, разработанная американским подразделением бельгийской компании FN Herstal для участия в конкурсе на создание нового автомата для бойцов US SOCOM в 2004 году. В декабре 2004 года данная система была объявлена победителем конкурса, и в настоящий момент винтовки поступают на вооружение рейнджеров США. Семейство винтовок состоит из двух типов: SCAR-H и SCAR-L. Винтовка SCAR-H (Heavy) заточена под ведение огня калибром 7.62x51 мм НАТО.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] глушитель НАТО\n %c[d_purple] • %c[ui_gray_2] прицелы ACOG, Barska ES AC10632, «EOTech»\n %c[d_purple] • %c[ui_gray_2] подствольный гранатомёт М203\n \n"
trenchcoat_green_outfit_description,"%c[ui_gray_1]Длинный плотный плащ зелёного цвета, пришитый к повидавшему свои годы научному комбинезону. Даже несмотря на отсутствие замкнутой системы дыхания и прочих элементов, присущих научным комбинезонам, имеющиеся показатели защиты всё равно лучше ряда базовых защитных костюмов.\n \n"
st_wpn_ppsh41_camo,Камуфлированный ППШ-41
ui_inv_outfit_telepatic_protection,Пси-защита
st_detector8,Прибор для измерения аномальной активности
wastelander_outfit_description,"%c[ui_gray_1]Высококачественный комбинезон, сшитый в Зоне местным мастером-портным и имеющий в своём распоряжении противогаз M10 чешского производства. Крайне выгодно отличается от многих других костюмов кустарного производства в Зоне, однако невозможность использования его с другими шлемами всё же снижает его эффективность и гибкость подбора комплекта под соответствующие нужды.\n \n"
st_data_export_weapon_degradation,Износ оружия
st_wpn_svd_custom,Модифицированная СВД
st_data_fragment_damage,Осколочный урон
ammo-vog-25_descr,"Осколочная граната подствольного гранатомёта ГП-25 «Костёр». Радиус эффективной зоны поражения осколками составляет около 2,5 метра. Используется также в комплексе «ОЦ-14 Гроза» и гранатомёте «РГ-6» / 6Г30.\n \n%c[d_purple] • %c[ui_gray_2] взрывная сила: %c[ui_gray_1]среднее\n%c[d_purple] • %c[ui_gray_2] радиус взрыва: %c[ui_gray_1]3.6 м\n%c[d_purple] • %c[ui_gray_2] радиус поражения осколками: %c[ui_gray_1]20 м\n%c[d_purple] • %c[ui_gray_2] количество осколков: %c[ui_gray_1]81 (мелкая шрапнель)\n%c[d_purple] • %c[ui_gray_2] задержка взрыва: %c[ui_gray_1]отсутствует (взрывается при контакте)"
merc_outfit_description,"%c[ui_gray_1]Лёгкий комбинезон, используемый наёмниками, в котором за основу взяты образцы экипировки спецназа западных армий. За счёт специальной обработки ткани усилена устойчивость брони при физическом смещении пластин. Пригоден для проведения простых спецопераций, но при сравнении со стандартной экипировкой спецназа сильно проигрывает последней по защитным параметрам. Кроме того, комбинезон не был спроектирован с учётом аномальной активности в Зоне.\n \n"
st_raid_injector_5,"Инъектор ""Фантом"""
dolg_exo_outfit_description,"%c[ui_gray_1]Отличная высокотехнологичная броня. Отечественная разработка одного из НИИ специально для группировки «Долг». Однако в связи с последними событиями в Зоне, негативно сказавшихся на обеспеченности группировки, постепенно заменяется менее дорогой и более практичной защитной экипировкой. Так что на данный момент используется разве что ветеранами «Долга». Сам же комплект представляет собой современные сервоприводы, установленные на тяжёлый бронекостюм, состоящий из трёх частей: экзошлем, тактический бронежилет и защитный костюм из кевлара.\n \n"
st_upgr_o_arty,Крепления для дополнительных модулей
st_wpn_beretta,Beretta 92F
st_af_vyvert_descr,"Артефакт причудливой формы, внешне похожей на кораллы, возникает в местах повышенной гравитационной активности. Своего рода губка, которая в силу своих возможностей поглощает химические и токсичные элементы и вещества. Артефакт в равной степени защищает своего носителя как от внешнего воздействия токсичных веществ, так и от уже попавших в организм химических частиц.\nБлагодаря исследованиям, учёным и сталкерам-«испытателям» известно, что артефакт совершенно негорюч, но обладает сильной электропроводностью. Тем не менее, ввиду своей гравитационной природы, предоставляет хорошую защиту от всех видов физического воздействия. Единственная существенная проблема его использования - это его собственный вес, который порой достигает 5 кг. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,210, 131, 60] • %c[0,133, 83, 38] Радиоактивное излучение по «Шкале излучения артефактов» - %c[200,210, 131, 60]среднее. \n \n"
dolg_heavy_proto_exo_outfit_name,"ПСЗ-9д «Броня ""Долга""» с протоэкзоскелетом"
st_knife_needle_descr,"Официально предназначен для бытового использования, НР-40 имеет недостаточную режущую способность. Особенность лезвия - перевернутая S-образная гарда, сделанная для удерживания ножа лезвием вверх, что компенсирует его недостатки значительной проникающей способностью.\n \n %c[0,255,255,255]ХАРАКТЕРИСТИКИ:\n %c[d_cyan] • %c[ui_gray_2] холодное оружие\n %c[d_red] • %c[ui_gray_2] не пригоден для разделки крупной дичи\n %c[255, 245, 118, 56] • %c[ui_gray_2] сила основной атаки: %c[255, 198, 165, 131]45\n %c[255, 245, 118, 56] • %c[ui_gray_2] сила дополнительной атаки: %c[255, 198, 165, 131]55\n"
st_cigarettes,Сигареты «Marlboro»
st_morphine,Ампула морфина
st_af_surge_name,Токоограничитель
st_letter_military_stalker_name,Записка военного сталкера
exo_outfit_description,"%c[ui_gray_1]Экспериментальный образец военного экзоскелета. В серийное производство не пошёл ввиду чрезвычайно высокой себестоимости и некоторых огрехов в проектировании. Несмотря на это, из-за возможности значительно увеличивать мобильность носителя пользуется спросом и потому негласно выпускается малыми партиями за пределами Украины. Представляет собой современные сервоприводы, установленные на тяжёлый бронекостюм, состоящий из трёх частей: экзошлем, тактический бронежилет и защитный костюм из кевлара.\n \n"
st_cigarettes_lucky_descr,"Сигареты, привезённые откуда-то с Запада. Некоторые сталкеры, в кругу своих группировок, обменивают их на патроны.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n %c[d_blue] • %c[ui_gray_2] стимулятор\n %c[d_blue] • %c[ui_gray_2] высокое качество\n %c[d_blue] • %c[ui_gray_2] слабый отрезвляющий эффект\n"
helm_ppm88_descr,"%c[ui_gray_1]Российский противогаз ППМ-88, крайне хорошо проявляющий себя в условиях РХБ-угроз. В условиях Зоны считается духовным наследником ГП-5 благодаря схожим защитным характеристикам вдобавок к существенно улучшенным показателям защиты против химических и радиационных угроз. Неплохой выбор среди сталкеров для своих повседневных вылазок в «грязные» места с учётом того, что обладатели противогаза стараются избегать боевых действий или переоценивать его возможности.\n \n"
st_wpn_k98_descr,Во время Второй мировой войны было отобрано некоторое количество винтовок Karabiner 98k с хорошими показателями точности и оснащено оптическим прицелом ZF-39. Эти винтовки использовались нацистской Германией в качестве снайперских. В умелых руках они имели эффективную дальность стрельбы до 1000 метров.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] прицелы серии ZF\n %c[d_purple] • %c[ui_gray_2] глушитель НАТО (альтернативный)\n \n
cs_nbc_outfit_description,"%c[ui_gray_1]Комбинезон РХБЗ (радиационной, химической и биологической защиты) с жилетом из кевлара, модифицированный «Чистым небом» под свои нужды. Комплекты подобные этому массово производятся на заводах за пределами Зоны для использования в военных операциях и при ликвидации техногенных катастроф. В наличии также есть и противогаз ГП-5, приспособленный для работы с современными фильтрами. Каждый комбинезон РХБЗ, попавший к «Чистому небу», проходит проверку у Новикова, который оценивает комбинезон на соответствие предоставляемой им защиты в суровых условиях Зоны.\n \n"
k00_marsh,Болота
ammo-5.7x28-ss195_descr,"5.7x28 мм патрон, известный под индексом SS195LF, с экспансивной пулей обладает меньшей пробивной способностью, чем SS190, но большим останавливающим действием и убойной силой. \n \n%c[d_purple] • %c[ui_gray_2] пробивает броню класса: %c[ui_gray_1]BR2\n%c[d_purple] • %c[ui_gray_2] повреждение тканей: %c[ui_gray_1]среднее"
st_data_export_hit_fraction,Фракция удара
merc_scientific_outfit_description,"%c[ui_gray_1]Вариант «СЕВЫ», производимый по заказу наёмников. В попытках достичь лучшей мобильности сильно пострадали показатели физической защиты. По большому счёту, используется ветеранами, специализирующимися на контрактах по нахождению артефактов в северных регионах Зоны. Однако не стоит недооценивать подобных охотников за артефактами, так как зачастую они работают с охраной, которая куда более подготовлена к вооружённым столкновениям. Предоставляет отличную защиту от аномалий, даже для комбинезона класса «СЕВА», разве что термозащита и стойкость к пси-воздействию несколько слабее.\n \n"
st_wpn_aks74,АКС-74
monolith_exo_outfit_name,Экзоскелет «Монолита»
exo_merc_wood_outfit_description,"Тяжёлый бронекостюм наёмников, по сути, являющимся поддоспешником экзоскелета. По защитным параметрам схож с оными полноценного экзоскелета, однако отсутствие сервоприводов и аккумулятора не предоставляет увеличения силы. С другой стороны, он более дешёв в обслуживании и не препятствует возможности бега в нём.\nПредставленный экземпляр пользуется успехом среди командиров отрядов и телохранителей, обеспечивающих безопасность своих клиентов в боевых зонах с высоким уровнем активности термических аномалий.\n \n"
monolith_trenchcoat_outfit_name,Плащ «Монолита»
st_wpn_l85a2,L85A2
st_antiemetic,Этаперазин
st_prop_bullet_speed,Настильность
merc_combat_scientific_outfit_description,"%c[ui_gray_1]В качестве жеста доброй воли, а также ради покрытия расходов в исследованиях, «Чистое небо» время от времени изготавливает на заказ модифицированные версии своего ЧН-«Исследователя». По сравнению с распространённым комбинезоном «СЕВА» представленная модель М2 во многом превосходит конкурента, а вот в сравнении с оригинальным ЧН-4а «Исследователь» - не всё так радужно: пониженная защита от радиации, пси-воздействия и ударов. Тем не менее, следует отметить, что модификация значительно легче и всё-таки несколько лучше оригинала, если принять во внимание её общую защиту.\n \n"
military_exolight_outfit_description,"Тяжёлый армейский бронекостюм, по сути, являющимся поддоспешником экзоскелета. По защитным параметрам схож с оными полноценного экзоскелета, однако отсутствие сервоприводов и аккумулятора не предоставляет увеличения силы. С другой стороны, он более дешёв в обслуживании и не препятствует возможности бега в нём. Данный вариант не был официально закуплен правительством Украины для обеспечения военного контингента на территории Зоны, поэтому военсталам и ветеранам, желающим приобрести бронекостюм, придётся выкладывать средства из собственного кармана.\n \n"
st_af_elektron_descr,"Артефакт является порождением электрических аномалий. В отличие от многих других аномальных образований, «Электрон» обладает уникальными свойствами, значительно снижая кинетическое воздействие при ударах и разрывах, а также частично защищая носителя от пси-волн. Эти характеристики делают его особенно ценным для выживших в условиях Зоны. \n «Электрон» остаётся крайне востребованным среди сталкеров и научных лабораторий, изучающих влияние аномальной энергии на материю. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,150,150,250] • %c[0,150,150,165] Сырой, нестабильный артефакт, который ещё не до конца сформировался\n %c[200,150,250,150] • %c[0,150,173,150] Из-за своей нестабильности его невозможно поместить в контейнер – он либо разрушится, либо утратит свои свойства \n \n"
nosorog_outfit_description,"%c[ui_gray_1]Следующее поколение экзоскелетов, состоящих из хорошо укреплённого тяжёлого бронекостюма-поддоспешника и бронированного противогаза M10 чешского производства. По слухам, идея и ранние наброски данного бронекостюма принадлежали легендарному сталкеру по прозвищу Клык, которые после его гибели оказались в распоряжении остальных группировок в Зоне.\nЕсли стандартные версии экзоскелетов позволяют чувствовать себя в безопасности, то «Носорог» может заставить поверить оператора в то, что он является полноценным танком, способным выдержать огромный урон, имея при этом огромный боезапас.\nПодобный бронекостюм доступен, пожалуй, только самым ценным членам группировок и организаций - и даже потом желающим его приобрести придётся выложить приличную сумму.\n \n"
st_wpn_glock_modern,Glock 19 (Альтернативный)
st_porn,Журнал «Русский PLAYBOY»
st_af_grapes_name,«Виноград»
st_wpn_gauss,Гаусс-винтовка
ui_st_community,Группа
st_meinkampf,«Моя борьба»
st_af_lighthouse_name,«Маяк»
dolg_heavy_outfit_description,"%c[ui_gray_1]Будучи разработанной одним из оборонных НИИ в Киеве, первая модель бронекостюма представляла собой бронежилет спецназа серии ПС3-9, приспособленный для использования в условиях Зоны. В дальнейшем дизайн и конструкция бронекостюма совершенствовались с каждым годом, при этом не меняя своего предназначения. Последняя на сегодняшний день версия способна защитить как и от автоматной пули, так и от ужасов Зоны. Главными же недостатками данного бронекостюма являются его громоздкость, цена и использование материалов, менее стойких к электрическому воздействию. Тем не менее, стоит отметить, что это большая редкость - предоставление подобной экипировки бойцу, который пока что не проявил себя каким-либо существенным образом.\n \n"
st_itm_basickit_name,Инструменты для грубой работы
ammo-12.7x55-fmj,"Патроны 12,7x55 мм СЦ-130"
st_bolt_3,Поворотная личинка [2 упр.] [К]
st_mine_descr,"ПФМ-1 («Противопехотная Фугасная Мина», НАТОвское название «Зелёный попугай»). Стандартная табельная противопехотная мина Красной армии, использовавшаяся, в основном, при советском вторжении в Афганистан. Её использование во время конфликта привело к многочисленным жертвам среди гражданского населения, особенно среди детей, так как случайно разбросанные мины часто дети воспринимали как игрушки из-за забавных форм и цвета. По этой причине ПФМ-1 получило зловещее прозвище «Убийца детей». С тех пор корпус мины был значительно изменён. Однако, как и большинство другого списанного вооружения, эти мины перекочевали с Большой земли в Зону.\nВ основном, ценится за свою функциональность, удобство, компактные размеры и малый вес. Недостатком же является малое количество взрывчатого вещества - её мощности недостаточно для убийства тяжеловооруженного сталкера одним лишь взрывом. По этой причине мины следует использовать в комбинации с другими взрывчатыми материалами, а мину использовать в качестве взрывателя.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n %c[d_blue] • %c[ui_gray_2] взрывоопасно\n %c[d_blue] • %c[ui_gray_2] военное изделие\n %c[d_blue] • %c[ui_gray_2] противопехотная мина\n %c[d_purple] • %c[ui_gray_2] спускной механизм: %c[ui_gray_1]нажатие\n %c[d_purple] • %c[ui_gray_2] мощность взрыва: %c[ui_gray_1]небольшая\n %c[d_purple] • %c[ui_gray_2] радиус взрыва: %c[ui_gray_1]2.2 м\n %c[d_purple] • %c[ui_gray_2] радиус поражения осколками: %c[ui_gray_1]нет\n %c[d_purple] • %c[ui_gray_2] количество фрагментов: %c[ui_gray_1]нет\n %c[d_purple] • %c[ui_gray_2] задержка взрыва: %c[ui_gray_1]нет\n"
st_hide_boar_name,Шкура кабана
st_adrenalin,Эпинефрин
st_helm_metro_descr,"%c[ui_gray_1]Очень напоминает чешский противогаз M10, дополнительно укреплённый бронепластинами. Считается, что за его созданием стоит группировка «Последний день», отчего он и получил множество вариантов своего названия: «ПД», «Последний день», «шлем апокалипсиса» и т.п. Несмотря на то, что противогаз крайне неудобен для ношения, он может похвастаться достаточно высокими показателями химической, радиационной и физической защит. После того, как лидер группировки был убит сталкером по прозвищу Призрак, а сама группировка распалась, сохранившиеся копии шлемов быстро попали в пользование тогдашних рядовых сталкеров. Но по-настоящему особую популярность M10 возымел среди личностей, желающих получить доступ к секретным подземным лабораториям на территории Зоны.\n \n"
dolg_voin_outfit_description,"%c[ui_gray_1]Более современная и обновленная версия оригинального комбинезона ПС5-М «Универсальная защита». Модель ПС6-В имеет более чем хорошие показатели защиты в условиях Зоны, являясь при этом довольно-таки эргономичной для экипировки «Долга». Первоначально подразумевалось, что ПС6-В «Универсальная защита» заменит оригинальную модель, однако высокая стоимость производства и последние события в жизни группировки «Долг», связанные с большими потерями личного состава, пока что поставили переоснащение на паузу.\n \n"
st_barrel_4,Ствол 7.62 мм [В]
ammo-5.45x39-ap_descr,"Армейский патрон 7Н22 калибра 5,45x39 мм с бронебойной пулей (БП) используется в автоматических винтовках многих стран-участниц Варшавского договора. Внутри пули находится бронебойный сердечник из инструментальной стали марки У12А. Эффективен против бронежилетов.\n \n%c[d_purple] • %c[ui_gray_2] пробивает броню класса: %c[ui_gray_1]BR5\n%c[d_purple] • %c[ui_gray_2] повреждение тканей: %c[ui_gray_1]среднее"
st_data_export_restore_radiation,Восстановление от радиации
specops_bandit_outfit_name,«Берилл-5М» дезертира
st_dolg_fp,Нашивка «Долга»
specops_outfit_description,"%c[ui_gray_1]Модифицированный для работы в условиях Зоны армейский бронежилет серии ПС5 с бериллиевым напылением. Предназначен для проведения штурмовых операций и является стандартной экипировкой большинства бойцов спецназа в Зоне. Для работы в областях с повышенным радиационным фоном и высокой аномальной активности требует наличия высококачественного противогаза. К сталкерам попадает через военных, которые меняют армейское имущество на хабар или же в качестве «услуги за услугу».\n \n"
svoboda_novice_outfit_description,"%c[ui_gray_1]Камуфлированный кожаный анорак, надетый поверх удобного водолазного свитера и заправленный в прочные джинсы и берцы. Используется членами группировки «Свободы», когда те чувствуют себя в безопасности - то есть всегда.\n \n"
st_flashlight_broken,Разбитый фонарь
mutant_dog_meat,Мясо слепого пса
dolg_pantsir_outfit_description,"%c[ui_gray_1]Своеобразный «промежуточный» защитный костюм, который защищён лучше, чем простой ПС5 «Универсальная защита», являясь при этом гораздо дешевле и проще в изготовлении, чем полный комплект ПСЗ-9д. Является идеальным вариантом для боестолкновений, так как сохраняет баллистическую защиту и теплоизоляцию полного комплекта ПСЗ, но в остальном - сильно уступает тому. Тем не менее, относительная простота в обслуживании и ремонте является большим подспорьем для бойцов «Долга», находящихся далеко от дружественных или нейтральных территорий. В целом, это отличный костюм, даже несмотря на высокую подверженность угрозам электрической природы.\n \n"
ecologist_guard_outfit_description,"%c[ui_gray_1]По сути, обычный комбинезон, ранее предназначавшийся в качестве запасной экипировки членов научно-оперативной исследовательской группы «Искра», теперь же - бюджетный защитный комбинезон, используемый сотрудниками охраны научных групп. За свою цену предлагает довольно-таки неплохую противоаномальную защиту, однако будет практически бесполезен в перестрелках, так как не способен остановить пулю калибра, который больше пистолетного. Да и большая часть сотрудников предпочитает сразу же менять его на куда более защищённые комбинезоны «СЕВА» и ССП-99М при первой же возможности. Тем же, кто планирует принимать участие в вооружённых конфликтах, пожалуй, стоит поискать альтернативу в армейском сегменте защитной экипировки.\n \n"
wastelander_outfit_name,Защитный комбинезон «Поисковик»
st_wpn_hpsa_descr,"Модифицированная модель пистолета первой половины 20-го века - такая же надёжная, точная и мощная, как и оригинальный образец. Эта модель получила репутацию одного из лучших пистолетов 20-го века и пользуется большой популярностью среди сталкеров.\n \n %c[ui_gray_2]НАВЕСНОЕ ОБОРУДОВАНИЕ: \n %c[d_purple] • %c[ui_gray_2] глушитель 9 мм (после модификации)\n \n"
trenchcoat_outfit_description,"%c[ui_gray_1]Длинный плотный плащ. Показатели его защиты могут сильно варьироваться в зависимости от портного, который занимался изготовлением. И хотя всё сводится к тому, что подобный плащ лишь чуть-чуть лучше той же кожаной куртки, он всё равно популярен среди сталкеров-новичков, которым всё ещё важен внешний вид.\n \n"
cs_scientific_outfit_name,Научный комбинезон ЧН-4а
merc_sun_outfit_description,"%c[ui_gray_1]Произведённый в Зоне местными умельцами комбинезон. Наёмники определённо вдохновились пытливостью сталкеров, так что теперь приступили к созданию собственной защитной экипировки внутри Зоны. Судя по всему, вдохновение «Сумрака» черпалось из комбинезона «Монолита», что впрочем, закономерно, учитывая частоту стычек двух сторон в забытом Лиманске. В целом, представляет собой более чем хорошую экипировку для не слишком рисковых операций южнее Радара.\n \n"
st_ration_ukr,Украинский рацион питания
st_meat_lurker_descr,"Небольшая порция мяса кикиморы, поджаренного на гриле с добавлением соли и перца. Довольно сытно.\n \n %c[ui_gray_3]ХАРАКТЕРИСТИКИ:\n"
merc_wolven_outfit_description,"%c[ui_gray_1]Представляет собой тяжёлый тактический костюм, используемый наёмниками для проведения экспедиций и секретных операций. Пригоден для выполнения контрактов по нахождению артефактов, так как для своего класса имеет неплохую противоаномальную защиту, позволяющую владельцу относительно безопасно преодолевать аномальные поля или же устраивать в них засады. Причём чаще всего происходит именно последнее, так как это довольно удобно, особенно если цель может оказать сильное сопротивление.\n \n"
freedom_exo_vineleaf_outfit_description,"Тяжёлый бронекостюм «Свободы», по сути, являющимся поддоспешником экзоскелета. По защитным параметрам схож с оными полноценного экзоскелета, однако отсутствие сервоприводов и аккумулятора не предоставляет увеличения силы. С другой стороны, он достаточно лёгок и эргономичен для своего класса, хоть и менее защищён от осколков и химических угроз, а его обслуживание обходится гораздо дешевле. Кроме того, в нём можно бегать.\n \n"
military_outfit_description,"%c[ui_gray_1]Отличный бронекостюм, полностью подходящий для условий Зоны. Данный тяжёлый бронекостюм военного стандарта был создан для проведения штурмовых операций в зонах аномальной активности. Компоненты: тяжёлый бронежилет серии ПСЗ-12п, комбинезон аномальной защиты и компенсационный костюм. Предоставляет великолепную защиту от пуль и осколков, при этом удобен и почти не ограничивает подвижность владельца. Первоначально предназначался для использования строго военными сталкерами и спецназом, однако в конечном итоге партии бронекостюмов начали утекать и на открытый рынок Зоны.\n \n"
st_af_atom_descr,"Аномальное образование редкой красоты. Внешне напоминает атом. Однако, помимо необычного внешнего вида, имеет ещё и целый ряд ценнейших характеристик, обладает способностью значительно повышать сопротивляемость электрическим разрядам, что делает его незаменимым при столкновении с электромагнитными аномалиями. Однако, его воздействие на организм снижает общую выносливость владельца, вызывая быструю усталость при длительных физических нагрузках. \n \n %c[ui_gray_2]ХАРАКТЕРИСТИКИ:\n %c[200,150,150,250] • %c[0,150,150,165] Сырой, нестабильный артефакт, который ещё не до конца сформировался\n %c[200,150,250,150] • %c[0,150,173,150] Из-за своей нестабильности его невозможно поместить в контейнер – он либо разрушится, либо утратит свои свойства \n \n"
scientific_outfit_description,"%c[ui_gray_1]Производимый одним из оборонных киевских НИИ данный комбинезон предоставляет отличную альтернативу другим комбинезонам сталкеров, изготовленным в кустарных условиях. Представляет систему дыхания с замкнутым циклом, а также встроенной системы подавления действия аномальных полей. За счёт удачного подбора материалов является хорошим выбором. Единственные недостатки - его цена и показатели баллистической защиты: даже с учётом неплохого бронежилета крайне не рекомендуется участвовать в перестрелках.\n \n"
