~,Name,Row_1,Column_1,Cell_1,Property_1,Value_1,Name_1,Desc_1,Section_1,Row_2,Column_2,Cell_2,Property_2,Value_2,Name_2,Desc_2,Section_2,Row_3,Column_3,Cell_3,Property_3,Value_3,Name_3,Desc_3,Section_3,Row_4,Column_4,Cell_4,Property_4,Value_4,Name_4,Desc_4,Section_4,Row_5,Column_5,Cell_5,Property_5,Value_5,Name_5,Desc_5,Section_5,Row_6,Column_6,Cell_6,Property_6,Value_6,Name_6,Desc_6,Section_6,Row_7,Column_7,Cell_7,Property_7,Value_7,Name_7,Desc_7,Section_7,Row_8,Column_8,Cell_8,Property_8,Value_8,Name_8,Desc_8,Section_8,Row_9,Column_9,Cell_9,Property_9,Value_9,Name_9,Desc_9,Section_9,Row_10,Column_10,Cell_10,Property_10,Value_10,Name_10,Desc_10,Section_10,Row_11,Column_11,Cell_11,Property_11,Value_11,Name_11,Desc_11,Section_11,Row_12,Column_12,Cell_12,Property_12,Value_12,Name_12,Desc_12,Section_12,Row_13,Column_13,Cell_13,Property_13,Value_13,Name_13,Desc_13,Section_13,Row_14,Column_14,Cell_14,Property_14,Value_14,Name_14,Desc_14,Section_14,Row_15,Column_15,Cell_15,Property_15,Value_15,Name_15,Desc_15,Section_15,Row_16,Column_16,Cell_16,Property_16,Value_16,Name_16,Desc_16,Section_16,Row_17,Column_17,Cell_17,Property_17,Value_17,Name_17,Desc_17,Section_17,Row_18,Column_18,Cell_18,Property_18,Value_18,Name_18,Desc_18,Section_18,Row_19,Column_19,Cell_19,Property_19,Value_19,Name_19,Desc_19,Section_19,Row_20,Column_20,Cell_20,Property_20,Value_20,Name_20,Desc_20,Section_20,Row_21,Column_21,Cell_21,Property_21,Value_21,Name_21,Desc_21,Section_21,Row_22,Column_22,Cell_22,Property_22,Value_22,Name_22,Desc_22,Section_22
wpn_ppsh41,st_wpn_ppsh41,1,1,1,st_prop_recoil,-15,st_up_auto_a1_name,st_up_auto_a1_descr,up_sect_firsta_ppsh41,1,2,1,st_prop_reliability,+15,st_up_auto_b1_name,st_up_auto_b1_descr,up_sect_firstc_ppsh41,1,2,2,st_prop_recoil,-10,st_up_auto_c1_name,st_up_auto_c1_descr,up_sect_firstd_ppsh41,1,3,1,ui_inv_accuracy,+10,st_up_ret_b3_name,st_up_ret_b3_descr,up_sect_firste_ppsh41,1,3,2,st_prop_bullet_speed,+30,st_up_ret_c1_name,st_up_ret_c1_descr,up_sect_firstf_ppsh41,2,1,1,ui_inv_handling,+10,st_up_ret_a2_name,st_up_ret_a2_descr,up_sect_secona_ppsh41,2,2,1,ui_inv_accuracy,+10,st_up_ret_b3_name,st_up_ret_b3_descr,up_sect_seconc_ppsh41,2,2,2,ui_inv_rate_of_fire,+10,st_up_ret_b2_name,st_up_ret_b2_descr,up_sect_second_ppsh41,3,1,1,st_prop_reliability,+10,st_up_zat_a1_name,st_up_zat_a1_descr,up_sect_thirda_ppsh41,3,2,1,st_prop_bullet_speed,+10,st_up_zat_b5_name,st_up_zat_b5_descr,up_sect_thirdc_ppsh41,3,3,1,st_prop_reliability,+25,st_up_zat_a1_name,st_up_zat_a1_descr,up_sect_thirde_ppsh41,3,3,2,ui_inv_handling,+25,st_up_stk_c3_name,st_up_stk_c3_descr,up_sect_thirdf_ppsh41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_ppsh41_rednew,st_wpn_ppsh41_camo,1,1,1,st_prop_recoil,-15,st_up_auto_a1_name,st_up_auto_a1_descr,up_sect_firsta_ppsh41,1,2,1,st_prop_reliability,+15,st_up_auto_b1_name,st_up_auto_b1_descr,up_sect_firstc_ppsh41,1,2,2,st_prop_recoil,-10,st_up_auto_c1_name,st_up_auto_c1_descr,up_sect_firstd_ppsh41,1,3,1,ui_inv_accuracy,+10,st_up_ret_b3_name,st_up_ret_b3_descr,up_sect_firste_ppsh41,1,3,2,st_prop_bullet_speed,+30,st_up_ret_c1_name,st_up_ret_c1_descr,up_sect_firstf_ppsh41,2,1,1,ui_inv_handling,+10,st_up_ret_a2_name,st_up_ret_a2_descr,up_sect_secona_ppsh41,2,2,1,ui_inv_accuracy,+10,st_up_ret_b3_name,st_up_ret_b3_descr,up_sect_seconc_ppsh41,2,2,2,ui_inv_rate_of_fire,+10,st_up_ret_b2_name,st_up_ret_b2_descr,up_sect_second_ppsh41,3,1,1,st_prop_reliability,+10,st_up_zat_a1_name,st_up_zat_a1_descr,up_sect_thirda_ppsh41,3,2,1,st_prop_bullet_speed,+10,st_up_zat_b5_name,st_up_zat_b5_descr,up_sect_thirdc_ppsh41,3,3,1,st_prop_reliability,+25,st_up_zat_a1_name,st_up_zat_a1_descr,up_sect_thirde_ppsh41,3,3,2,ui_inv_handling,+25,st_up_stk_c3_name,st_up_stk_c3_descr,up_sect_thirdf_ppsh41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_ppsh41_woodnew,st_wpn_ppsh41_new,1,1,1,st_prop_recoil,-15,st_up_auto_a1_name,st_up_auto_a1_descr,up_sect_firsta_ppsh41,1,2,1,st_prop_reliability,+15,st_up_auto_b1_name,st_up_auto_b1_descr,up_sect_firstc_ppsh41,1,2,2,st_prop_recoil,-10,st_up_auto_c1_name,st_up_auto_c1_descr,up_sect_firstd_ppsh41,1,3,1,ui_inv_accuracy,+10,st_up_ret_b3_name,st_up_ret_b3_descr,up_sect_firste_ppsh41,1,3,2,st_prop_bullet_speed,+30,st_up_ret_c1_name,st_up_ret_c1_descr,up_sect_firstf_ppsh41,2,1,1,ui_inv_handling,+10,st_up_ret_a2_name,st_up_ret_a2_descr,up_sect_secona_ppsh41,2,2,1,ui_inv_accuracy,+10,st_up_ret_b3_name,st_up_ret_b3_descr,up_sect_seconc_ppsh41,2,2,2,ui_inv_rate_of_fire,+10,st_up_ret_b2_name,st_up_ret_b2_descr,up_sect_second_ppsh41,3,1,1,st_prop_reliability,+10,st_up_zat_a1_name,st_up_zat_a1_descr,up_sect_thirda_ppsh41,3,2,1,st_prop_bullet_speed,+10,st_up_zat_b5_name,st_up_zat_b5_descr,up_sect_thirdc_ppsh41,3,3,1,st_prop_reliability,+25,st_up_zat_a1_name,st_up_zat_a1_descr,up_sect_thirde_ppsh41,3,3,2,ui_inv_handling,+25,st_up_stk_c3_name,st_up_stk_c3_descr,up_sect_thirdf_ppsh41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_protecta,st_wpn_protecta,1,1,1,st_prop_reliability,+10,st_up_bard_a1_name,st_up_bard_a1_descr,up_sect_firsta_protecta,1,2,1,st_prop_bullet_speed,+20,st_up_bard_b5_name,st_up_bard_b5_descr,up_sect_firstc_protecta,1,2,2,st_prop_reliability,+15,st_up_bard_b6_name,st_up_bard_b6_descr,up_sect_firstd_protecta,1,3,1,st_prop_recoil,-10,st_up_bard_c5_name,st_up_bard_c5_descr,up_sect_firste_protecta,1,3,2,ui_inv_rate_of_fire,+25,st_up_bard_c4_name,st_up_bard_c4_descr,up_sect_firstf_protecta,2,1,1,st_prop_recoil,-5,st_up_stvd_b1_name,st_up_stvd_b1_descr,up_sect_secona_protecta,2,2,1,ui_inv_handling,+15,st_up_stvd_b2_name,st_up_stvd_b2_descr,up_sect_seconc_protecta,2,2,2,st_prop_recoil,-10,st_up_stvd_b3_name,st_up_stvd_b3_descr,up_sect_second_protecta,3,1,1,st_prop_reliability,+10,st_up_autd_a2_name,st_up_autd_a2_descr,up_sect_thirda_protecta,3,2,1,st_prop_recoil,-10,st_up_autd_b1_name,st_up_autd_b1_descr,up_sect_thirdc_protecta,3,2,2,ui_inv_rate_of_fire,+15,st_up_autd_b5_name,st_up_autd_b5_descr,up_sect_thirdd_protecta,3,3,1,ui_inv_accuracy,+30,st_up_autd_c5_name,st_up_autd_c5_descr,up_sect_thirde_protecta,4,1,1,st_prop_recoil,-5,st_up_roun_a1_name,st_up_roun_a1_descr,up_sect_fourta_protecta,4,2,1,ui_inv_rate_of_fire,+15,st_up_roun_a2_name,st_up_roun_a2_descr,up_sect_fourtc_protecta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_protecta_aim,st_wpn_protecta_aim,1,1,1,st_prop_reliability,+10,st_up_bard_a1_name,st_up_bard_a1_descr,up_sect_firsta_protecta,1,2,1,st_prop_bullet_speed,+20,st_up_bard_b5_name,st_up_bard_b5_descr,up_sect_firstc_protecta,1,2,2,st_prop_reliability,+15,st_up_bard_b6_name,st_up_bard_b6_descr,up_sect_firstd_protecta,1,3,1,st_prop_recoil,-10,st_up_bard_c5_name,st_up_bard_c5_descr,up_sect_firste_protecta,1,3,2,ui_inv_rate_of_fire,+25,st_up_bard_c4_name,st_up_bard_c4_descr,up_sect_firstf_protecta,2,1,1,st_prop_recoil,-5,st_up_stvd_b1_name,st_up_stvd_b1_descr,up_sect_secona_protecta,2,2,1,ui_inv_handling,+15,st_up_stvd_b2_name,st_up_stvd_b2_descr,up_sect_seconc_protecta,2,2,2,st_prop_recoil,-10,st_up_stvd_b3_name,st_up_stvd_b3_descr,up_sect_second_protecta,3,1,1,st_prop_reliability,+10,st_up_autd_a2_name,st_up_autd_a2_descr,up_sect_thirda_protecta,3,2,1,st_prop_recoil,-10,st_up_autd_b1_name,st_up_autd_b1_descr,up_sect_thirdc_protecta,3,2,2,ui_inv_rate_of_fire,+15,st_up_autd_b5_name,st_up_autd_b5_descr,up_sect_thirdd_protecta,3,3,1,ui_inv_accuracy,+30,st_up_autd_c5_name,st_up_autd_c5_descr,up_sect_thirde_protecta,4,1,1,st_prop_recoil,-5,st_up_roun_a1_name,st_up_roun_a1_descr,up_sect_fourta_protecta,4,2,1,ui_inv_rate_of_fire,+15,st_up_roun_a2_name,st_up_roun_a2_descr,up_sect_fourtc_protecta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_protecta_camo,st_wpn_protecta_camo,1,1,1,st_prop_reliability,+10,st_up_bard_a1_name,st_up_bard_a1_descr,up_sect_firsta_protecta,1,2,1,st_prop_bullet_speed,+20,st_up_bard_b5_name,st_up_bard_b5_descr,up_sect_firstc_protecta,1,2,2,st_prop_reliability,+15,st_up_bard_b6_name,st_up_bard_b6_descr,up_sect_firstd_protecta,1,3,1,st_prop_recoil,-10,st_up_bard_c5_name,st_up_bard_c5_descr,up_sect_firste_protecta,1,3,2,ui_inv_rate_of_fire,+25,st_up_bard_c4_name,st_up_bard_c4_descr,up_sect_firstf_protecta,2,1,1,st_prop_recoil,-5,st_up_stvd_b1_name,st_up_stvd_b1_descr,up_sect_secona_protecta,2,2,1,ui_inv_handling,+15,st_up_stvd_b2_name,st_up_stvd_b2_descr,up_sect_seconc_protecta,2,2,2,st_prop_recoil,-10,st_up_stvd_b3_name,st_up_stvd_b3_descr,up_sect_second_protecta,3,1,1,st_prop_reliability,+10,st_up_autd_a2_name,st_up_autd_a2_descr,up_sect_thirda_protecta,3,2,1,st_prop_recoil,-10,st_up_autd_b1_name,st_up_autd_b1_descr,up_sect_thirdc_protecta,3,2,2,ui_inv_rate_of_fire,+15,st_up_autd_b5_name,st_up_autd_b5_descr,up_sect_thirdd_protecta,3,3,1,ui_inv_accuracy,+30,st_up_autd_c5_name,st_up_autd_c5_descr,up_sect_thirde_protecta,4,1,1,st_prop_recoil,-5,st_up_roun_a1_name,st_up_roun_a1_descr,up_sect_fourta_protecta,4,2,1,ui_inv_rate_of_fire,+15,st_up_roun_a2_name,st_up_roun_a2_descr,up_sect_fourtc_protecta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_protecta_custom,st_wpn_protecta_custom,1,1,1,st_prop_reliability,+10,st_up_bard_a1_name,st_up_bard_a1_descr,up_sect_firsta_protecta,1,2,1,st_prop_bullet_speed,+20,st_up_bard_b5_name,st_up_bard_b5_descr,up_sect_firstc_protecta,1,2,2,st_prop_reliability,+15,st_up_bard_b6_name,st_up_bard_b6_descr,up_sect_firstd_protecta,1,3,1,st_prop_recoil,-10,st_up_bard_c5_name,st_up_bard_c5_descr,up_sect_firste_protecta,1,3,2,ui_inv_rate_of_fire,+25,st_up_bard_c4_name,st_up_bard_c4_descr,up_sect_firstf_protecta,2,1,1,st_prop_recoil,-5,st_up_stvd_b1_name,st_up_stvd_b1_descr,up_sect_secona_protecta,2,2,1,ui_inv_handling,+15,st_up_stvd_b2_name,st_up_stvd_b2_descr,up_sect_seconc_protecta,2,2,2,st_prop_recoil,-10,st_up_stvd_b3_name,st_up_stvd_b3_descr,up_sect_second_protecta,3,1,1,st_prop_reliability,+10,st_up_autd_a2_name,st_up_autd_a2_descr,up_sect_thirda_protecta,3,2,1,st_prop_recoil,-10,st_up_autd_b1_name,st_up_autd_b1_descr,up_sect_thirdc_protecta,3,2,2,ui_inv_rate_of_fire,+15,st_up_autd_b5_name,st_up_autd_b5_descr,up_sect_thirdd_protecta,3,3,1,ui_inv_accuracy,+30,st_up_autd_c5_name,st_up_autd_c5_descr,up_sect_thirde_protecta,4,1,1,st_prop_recoil,-5,st_up_roun_a1_name,st_up_roun_a1_descr,up_sect_fourta_protecta,4,2,1,ui_inv_rate_of_fire,+15,st_up_roun_a2_name,st_up_roun_a2_descr,up_sect_fourtc_protecta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_protecta_nimble,st_wpn_protecta_nimble,1,1,1,st_prop_reliability,+10,st_up_bard_a1_name,st_up_bard_a1_descr,up_sect_firsta_protecta,1,2,1,st_prop_bullet_speed,+20,st_up_bard_b5_name,st_up_bard_b5_descr,up_sect_firstc_protecta,1,2,2,st_prop_reliability,+15,st_up_bard_b6_name,st_up_bard_b6_descr,up_sect_firstd_protecta,1,3,1,st_prop_recoil,-10,st_up_bard_c5_name,st_up_bard_c5_descr,up_sect_firste_protecta,1,3,2,ui_inv_rate_of_fire,+25,st_up_bard_c4_name,st_up_bard_c4_descr,up_sect_firstf_protecta,2,1,1,st_prop_recoil,-5,st_up_stvd_b1_name,st_up_stvd_b1_descr,up_sect_secona_protecta,2,2,1,ui_inv_handling,+15,st_up_stvd_b2_name,st_up_stvd_b2_descr,up_sect_seconc_protecta,2,2,2,st_prop_recoil,-10,st_up_stvd_b3_name,st_up_stvd_b3_descr,up_sect_second_protecta,3,1,1,st_prop_reliability,+10,st_up_autd_a2_name,st_up_autd_a2_descr,up_sect_thirda_protecta,3,2,1,st_prop_recoil,-10,st_up_autd_b1_name,st_up_autd_b1_descr,up_sect_thirdc_protecta,3,2,2,ui_inv_rate_of_fire,+15,st_up_autd_b5_name,st_up_autd_b5_descr,up_sect_thirdd_protecta,3,3,1,ui_inv_accuracy,+30,st_up_autd_c5_name,st_up_autd_c5_descr,up_sect_thirde_protecta,4,1,1,st_prop_recoil,-5,st_up_roun_a1_name,st_up_roun_a1_descr,up_sect_fourta_protecta,4,2,1,ui_inv_rate_of_fire,+15,st_up_roun_a2_name,st_up_roun_a2_descr,up_sect_fourtc_protecta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_remington700,st_wpn_remington700,1,1,1,ui_inv_handling,+10,st_up_auts_a1_name,st_up_auts_a1_descr,up_sect_firsta_remi700,1,2,1,ui_inv_accuracy,+20,st_up_auts_b1_name,st_up_auts_b1_descr,up_sect_firstc_remi700,1,2,2,ui_inv_handling,+20,st_up_auts_b2_name,st_up_auts_b2_descr,up_sect_firstd_remi700,1,3,1,st_prop_bullet_speed,+25,st_up_auts_c1_name,st_up_auts_c1_descr,up_sect_firste_remi700,1,3,2,ui_inv_rate_of_fire,+25,st_up_auts_c2_name,st_up_auts_c2_descr,up_sect_firstf_remi700,2,1,1,st_prop_reliability,+15,st_up_stvs_a1_name,st_up_stvs_a1_descr,up_sect_secona_remi700,2,2,1,st_prop_recoil,-10,st_up_stvs_b1_name,st_up_stvs_b1_descr,up_sect_seconc_remi700,2,2,2,ui_inv_accuracy,+20,st_up_stvs_b2_name,st_up_stvs_b2_descr,up_sect_second_remi700,3,1,1,st_prop_recoil,-10,st_up_pris_a1_name,st_up_pris_a1_descr,up_sect_thirda_remi700,3,2,1,ui_inv_handling,+15,st_up_pris_b1_name,st_up_pris_b1_descr,up_sect_thirdc_remi700,3,3,1,st_prop_recoil,-10,st_up_pris_c1_name,st_up_pris_c1_descr,up_sect_thirde_remi700,4,1,1,st_prop_silencer,,st_up_add_a1_name,st_up_add_a1_descr,up_sect_fourta_remi700,4,2,1,ui_inv_handling,+20,st_up_pris_b1_name,st_up_pris_b1_descr,up_sect_fourtc_remi700,4,3,1,ui_inv_rate_of_fire,+25,st_up_stvs_c2_name,st_up_stvs_c2_descr,up_sect_fourte_remi700,4,3,2,st_prop_bullet_speed,+5,st_up_auts_c1_name,st_up_auts_c1_descr,up_sect_fourtf_remi700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_remington870,st_wpn_remington870,1,1,1,st_prop_reliability,+10,st_up_bard_a1_name,st_up_bard_a1_descr,up_sect_firsta_wincheaster1300,1,2,1,st_prop_bullet_speed,+10,st_up_bard_b5_name,st_up_bard_b5_descr,up_sect_firstc_wincheaster1300,1,2,2,st_prop_recoil,-10,st_up_bard_b4_name,st_up_bard_b4_descr,up_sect_firstd_wincheaster1300,1,3,1,ui_inv_accuracy,+20,st_up_bard_c3_name,st_up_bard_c3_descr,up_sect_firste_wincheaster1300,1,3,2,ui_inv_handling,+15,st_up_stvd_b2_name,st_up_stvd_b2_descr,up_sect_firstf_wincheaster1300,2,1,1,st_prop_weight,-0.62,st_up_stvd_a3_name,st_up_stvd_a3_descr,up_sect_secona_wincheaster1300,2,2,1,ui_inv_handling,+15,st_up_stvd_b2_name,st_up_stvd_b2_descr,up_sect_seconc_wincheaster1300,2,2,2,st_prop_reliability,+15,st_up_stvd_b5_name,st_up_stvd_b5_descr,up_sect_second_wincheaster1300,3,1,1,st_prop_reliability,+10,st_up_autd_a2_name,st_up_autd_a2_descr,up_sect_thirda_wincheaster1300,3,2,1,ui_inv_accuracy,+20,st_up_autd_b2_name,st_up_autd_b2_descr,up_sect_thirdc_wincheaster1300,3,3,1,st_prop_reliability,+30,st_up_autd_c1_name,st_up_autd_c1_descr,up_sect_thirde_wincheaster1300,3,3,2,ui_inv_rate_of_fire,+5,st_up_autd_b3_name,st_up_autd_b3_descr,up_sect_thirdf_wincheaster1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rpd,st_wpn_rpd,1,1,1,st_prop_reliability,+10,st_up_zath_a1_name,st_up_zath_a1_descr,up_sect_firsta_pkm,1,2,1,st_prop_recoil,-10,st_up_zath_b2_name,st_up_zath_b2_descr,up_sect_firstc_pkm,1,2,2,st_prop_bullet_speed,+10,st_up_zath_b1_name,st_up_zath_b1_descr,up_sect_firstd_pkm,1,3,1,ui_inv_rate_of_fire,+5,st_up_zath_c1_name,st_up_zath_c1_descr,up_sect_firste_pkm,2,1,1,st_prop_recoil,-10,st_up_auth_a1_name,st_up_auth_a1_descr,up_sect_secona_pkm,2,2,1,st_prop_recoil,-10,st_up_auth_b1_name,st_up_auth_b1_descr,up_sect_seconc_pkm,2,3,1,ui_inv_handling,+25,st_up_auth_c2_name,st_up_auth_c2_descr,up_sect_secone_pkm,2,3,2,ui_inv_rate_of_fire,+10,st_up_auth_c1_name,st_up_auth_c1_descr,up_sect_seconf_pkm,3,1,1,st_prop_reliability,+10,st_up_stvh_b1_name,st_up_stvh_b1_descr,up_sect_thirda_pkm,3,2,1,st_prop_reliability,+15,st_up_stvh_b2_name,st_up_stvh_b2_descr,up_sect_thirdc_pkm,3,2,2,ui_inv_rate_of_fire,+10,st_up_stvh_a1_name,st_up_stvh_a1_descr,up_sect_thirdd_pkm,3,3,1,ui_inv_accuracy,+30,st_up_stvh_c1_name,st_up_stvh_c1_descr,up_sect_thirde_pkm,4,1,1,ui_inv_accuracy,+10,st_up_prih_a1_name,st_up_prih_a1_descr,up_sect_fourta_pkm,4,2,1,ui_inv_handling,+15,st_up_prih_b1_name,st_up_prih_b1_descr,up_sect_fourtc_pkm,4,3,1,st_prop_recoil,-10,st_up_prih_c1_name,st_up_prih_c1_descr,up_sect_fourte_pkm,5,1,1,st_prop_recoil,-10,st_up_auto_a1_name,st_up_auto_a1_descr,up_sect_fiftha_pkm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rpk,st_wpn_rpk,1,1,1,st_prop_recoil,-10,st_up_auto_a1_name,st_up_auto_a1_descr,up_sect_firsta_akm,1,2,1,st_prop_reliability,+15,st_up_auto_b1_name,st_up_auto_b1_descr,up_sect_firstc_ak74,1,3,1,ui_inv_accuracy,+10,st_up_auto_c4_name,st_up_auto_c4_descr,up_sect_firste_ak74,1,3,2,st_prop_recoil,-10,st_up_auto_c1_name,st_up_auto_c1_descr,up_sect_firstf_akm,2,1,1,ui_inv_handling,+5,st_up_ret_a2_name,st_up_ret_a2_descr,up_sect_secona_akm,2,2,1,ui_inv_accuracy,+10,st_up_ret_b3_name,st_up_ret_b3_descr,up_sect_seconc_ak74,2,2,2,ui_inv_rate_of_fire,+15,st_up_ret_b2_name,st_up_ret_b2_descr,up_sect_second_ak74,2,3,1,st_prop_bullet_speed,+30,st_up_ret_c1_name,st_up_ret_c1_descr,up_sect_secone_ak74,3,1,1,st_prop_reliability,+10,st_up_zat_a1_name,st_up_zat_a1_descr,up_sect_thirda_ak74,3,2,1,st_prop_bullet_speed,+20,st_up_zat_b5_name,st_up_zat_b5_descr,up_sect_thirdc_ak74,3,2,2,st_prop_recoil,-10,st_up_zat_b2_name,st_up_zat_b2_descr,up_sect_thirdd_akm,3,3,1,ui_inv_rate_of_fire,+10,st_up_zat_c3_name,st_up_zat_c3_descr,up_sect_thirde_ak74,4,1,1,st_prop_weight,-0.84,st_up_stk_a1_name,st_up_stk_a1_descr,up_sect_fourta_ak74,4,2,1,ui_inv_handling,+15,st_up_stk_b2_name,st_up_stk_b2_descr,up_sect_fourtc_ak74,4,3,1,ui_inv_handling,+25,st_up_stk_c3_name,st_up_stk_c3_descr,up_sect_fourte_ak74,5,1,1,st_prop_recoil,-10,st_up_auto_a1_name,st_up_auto_a1_descr,up_sect_fiftha_rpk,5,2,1,ui_inv_rate_of_fire,+10,st_up_usm_b2_name,st_up_usm_b2_descr,up_sect_fifthc_akm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rpk74,st_wpn_rpk74,1,1,1,st_prop_recoil,-10,st_up_auto_a1_name,st_up_auto_a1_descr,up_sect_firsta_ak74,1,2,1,st_prop_reliability,+15,st_up_auto_b1_name,st_up_auto_b1_descr,up_sect_firstc_ak74,1,3,1,ui_inv_accuracy,+10,st_up_auto_c4_name,st_up_auto_c4_descr,up_sect_firste_ak74,1,3,2,st_prop_recoil,-10,st_up_auto_c1_name,st_up_auto_c1_descr,up_sect_firstf_ak74,2,1,1,ui_inv_handling,+5,st_up_ret_a2_name,st_up_ret_a2_descr,up_sect_secona_ak74,2,2,1,ui_inv_accuracy,+10,st_up_ret_b3_name,st_up_ret_b3_descr,up_sect_seconc_ak74,2,2,2,ui_inv_rate_of_fire,+15,st_up_ret_b2_name,st_up_ret_b2_descr,up_sect_second_ak74,2,3,1,st_prop_bullet_speed,+30,st_up_ret_c1_name,st_up_ret_c1_descr,up_sect_secone_ak74,3,1,1,st_prop_reliability,+10,st_up_zat_a1_name,st_up_zat_a1_descr,up_sect_thirda_ak74,3,2,1,st_prop_bullet_speed,+20,st_up_zat_b5_name,st_up_zat_b5_descr,up_sect_thirdc_ak74,3,2,2,st_prop_recoil,-10,st_up_zat_b2_name,st_up_zat_b2_descr,up_sect_thirdd_ak74,3,3,1,ui_inv_rate_of_fire,+10,st_up_zat_c3_name,st_up_zat_c3_descr,up_sect_thirde_ak74,4,1,1,st_prop_weight,-0.9,st_up_stk_a1_name,st_up_stk_a1_descr,up_sect_fourta_rpk74,4,2,1,ui_inv_handling,+15,st_up_stk_b2_name,st_up_stk_b2_descr,up_sect_fourtc_ak74,4,3,1,ui_inv_handling,+25,st_up_stk_c3_name,st_up_stk_c3_descr,up_sect_fourte_ak74,5,1,1,st_prop_recoil,-10,st_up_zat_b1_name,st_up_zat_b1_descr,up_sect_fiftha_rpk74,5,2,1,st_prop_calibre,"5.56x45",st_up_add_b2_name,st_up_add_b2_descr,up_sect_fifthc_rpk74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_saiga12s,st_wpn_saiga12s,1,1,1,ui_inv_rate_of_fire,+10,st_up_zat_a3_name,st_up_zat_a3_descr,up_sect_firsta_saiga12,1,2,1,st_prop_reliability,+15,st_up_zat_b4_name,st_up_zat_b4_descr,up_sect_firstc_saiga12,1,2,2,st_prop_recoil,-5,st_up_zat_b1_name,st_up_zat_b1_descr,up_sect_firstd_saiga12,1,3,1,st_semi_auto_fire,,st_up_zatp_c7_name,st_up_zatp_c7_descr,up_sect_firste_saiga12,2,1,1,st_prop_recoil,-5,st_up_auto_a1_name,st_up_auto_a1_descr,up_sect_secona_saiga12,2,2,1,st_prop_weight,-0.88,st_up_auto_c6_name,st_up_auto_c6_descr,up_sect_seconc_saiga12,2,3,1,st_prop_recoil,-10,st_up_auto_c1_name,st_up_auto_c1_descr,up_sect_secone_saiga12,2,3,2,st_prop_reliability,+15,st_up_auto_b1_name,st_up_auto_b1_descr,up_sect_seconf_saiga12,3,1,1,st_prop_recoil,-5,st_up_usm_a1_name,st_up_usm_a1_descr,up_sect_thirda_saiga12,3,2,1,ui_inv_rate_of_fire,+15,st_up_usm_b2_name,st_up_usm_b2_descr,up_sect_thirdc_saiga12,3,2,2,st_prop_reliability,+15,st_up_usm_b1_name,st_up_usm_b1_descr,up_sect_thirdd_saiga12,3,3,1,ui_inv_handling,+25,st_up_usm_c3_name,st_up_usm_c3_descr,up_sect_thirde_saiga12,4,1,1,st_prop_recoil,-5,st_up_ret_a3_name,st_up_ret_a3_descr,up_sect_fourta_saiga12,4,2,1,ui_inv_rate_of_fire,+10,st_up_ret_b2_name,st_up_ret_b2_descr,up_sect_fourtc_saiga12,4,3,1,ui_inv_rate_of_fire,+15,st_up_ret_c2_name,st_up_ret_c2_descr,up_sect_fourte_saiga12,5,1,1,ui_inv_handling,+5,st_up_ret_a2_name,st_up_ret_a2_descr,up_sect_fiftha_saiga12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
