~,st_ui_dbg_spawn_type,pda_encyclopedia_name,army,bandit,csky,dolg,ecolog,freedom,greh,isg,killer,monolith,renegade,stalker,zombied
wpn_m16,st_data_export_weapon_kind_rifle,st_wpn_m16,,,,,"st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_l85a2_alt,st_data_export_weapon_kind_rifle,st_wpn_l85a2_alt,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,"st_rank_master, st_rank_legend",
wpn_protecta,st_data_export_weapon_kind_shotgun,st_wpn_protecta,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_any
wpn_svd,st_data_export_weapon_kind_sniper,st_wpn_svd,st_rank_sniper,"st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional",,,,,,"st_rank_experienced, st_rank_professional, st_rank_rg6, st_rank_sniper","st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_veteran",st_rank_any
wpn_vz61_camo,st_data_export_weapon_kind_smg,st_wpn_vz61_camo,,,,,st_rank_expert,"st_rank_master, st_rank_legend",st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,,
grenade_rgd5,st_data_export_weapon_kind_explosive,st_grenade_rgd5,,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert",
wpn_bm16,st_data_export_weapon_kind_shotgun,st_wpn_bm16,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee",,,st_rank_novice,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_hpsa_alt,st_data_export_weapon_kind_pistol,st_wpn_hpsa_alt,,,"st_rank_master, st_rank_legend",,st_rank_experienced,"st_rank_master, st_rank_legend",st_rank_master,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_rg6, st_rank_sniper, st_rank_gauss",,"st_rank_master, st_rank_legend",
wpn_oc33,st_data_export_weapon_kind_pistol,st_wpn_oc33,"st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,st_rank_master,,,st_rank_master,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_any, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_vz61_alt,st_data_export_weapon_kind_smg,st_wpn_vz61_alt,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,,,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,
wpn_ak74m_camo,st_data_export_weapon_kind_rifle,st_wpn_ak74m_camo,,,,"st_rank_master, st_rank_legend",,,st_rank_professional,,,,,"st_rank_master, st_rank_legend",
wpn_abakan,st_data_export_weapon_kind_rifle,st_wpn_abakan,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_expert,,"st_rank_experienced, st_rank_professional, st_rank_master",,,"st_rank_experienced, st_rank_professional, st_rank_master",,"st_rank_master, st_rank_legend",
wpn_kiparis,st_data_export_weapon_kind_smg,st_wpn_kiparis,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_professional",,"st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_veteran",st_rank_any
wpn_k98,st_data_export_weapon_kind_sniper,st_wpn_k98,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,,,"st_rank_master, st_rank_legend",st_rank_expert,
wpn_mp153,st_data_export_weapon_kind_shotgun,st_wpn_mp153,,,st_rank_novice,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master",,,
wpn_colt1911,st_data_export_weapon_kind_pistol,st_wpn_colt1911,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_rg6, st_rank_gauss, st_rank_sniper","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_any, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_m16a2,st_data_export_weapon_kind_rifle,st_wpn_m16a2,,,,,st_rank_expert,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,,,"st_rank_veteran, st_rank_expert, st_rank_master",,st_rank_expert,
wpn_mk14,st_data_export_weapon_kind_rifle,st_wpn_mk14,,"st_rank_veteran, st_rank_expert",,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_veteran, st_rank_expert","st_rank_expert, st_rank_master, st_rank_legend",
wpn_ak74_modern,st_data_export_weapon_kind_rifle,st_wpn_ak74_modern,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_expert,,,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert",,,,
wpn_hpsa,st_data_export_weapon_kind_pistol,st_wpn_hpsa,,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_rg6, st_rank_sniper, st_rank_gauss","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_any, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_groza,st_data_export_weapon_kind_rifle,st_wpn_groza,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,"st_rank_master, st_rank_legend",
wpn_ak103,st_data_export_weapon_kind_rifle,st_wpn_ak103,"st_rank_veteran, st_rank_expert",,,"st_rank_master, st_rank_legend",st_rank_expert,,st_rank_experienced,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",,"st_rank_master, st_rank_legend",
wpn_cz52,st_data_export_weapon_kind_pistol,st_wpn_cz52,"st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee",,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_glock,st_data_export_weapon_kind_pistol,st_wpn_glock,,,,,"st_rank_experienced, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_rg6, st_rank_sniper, st_rank_gauss",,,
wpn_bizon,st_data_export_weapon_kind_smg,st_wpn_bizon,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_veteran, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional","st_rank_master, st_rank_legend","st_rank_professional, st_rank_expert, st_rank_master, st_rank_legend",
wpn_ump45,st_data_export_weapon_kind_smg,st_wpn_ump45,,"st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_veteran","st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",st_rank_master,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_master, st_rank_legend",,
wpn_lr300,st_data_export_weapon_kind_rifle,st_wpn_lr300,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_any, st_rank_master, st_rank_legend"
wpn_m4a1_camo,st_data_export_weapon_kind_rifle,st_wpn_m4a1_camo,,,,,,,"st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend",,,
wpn_sig220,st_data_export_weapon_kind_pistol,st_wpn_sig220,,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_master","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_rg6, st_rank_sniper, st_rank_gauss","st_rank_veteran, st_rank_expert","st_rank_professional, st_rank_veteran, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_ak74u,st_data_export_weapon_kind_rifle,st_wpn_ak74u,"st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_professional",,"st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_veteran, st_rank_expert","st_rank_any, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_gsh18,st_data_export_weapon_kind_pistol,st_wpn_gsh18,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_rg6, st_rank_sniper, st_rank_gauss","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_toz34_obrez_custom,st_data_export_weapon_kind_shotgun,st_wpn_toz34_obrez_custom,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,,,,,,st_rank_professional,
wpn_ak74u_old,st_data_export_weapon_kind_rifle,st_wpn_ak74u_old,"st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,,,,,"st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_veteran",st_rank_any
wpn_scar,st_data_export_weapon_kind_rifle,st_wpn_scar,,,,,,,"st_rank_veteran, st_rank_expert, st_rank_master","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_fort500,st_data_export_weapon_kind_shotgun,st_wpn_fort500,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",st_rank_trainee,,,,,,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced",st_rank_any
wpn_m82,st_data_export_weapon_kind_sniper,st_wpn_m82,,,,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_saiga12s,st_data_export_weapon_kind_shotgun,st_wpn_saiga12s,,,"st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_master",,"st_rank_veteran, st_rank_master, st_rank_legend",
wpn_aps,st_data_export_weapon_kind_pistol,st_wpn_aps,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,st_rank_master,,,st_rank_master,,"st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_toz34_decor,st_data_export_weapon_kind_shotgun,st_wpn_toz34_decor,,,"st_rank_master, st_rank_legend",,,,,,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_akm,st_data_export_weapon_kind_rifle,st_wpn_akm,"st_rank_novice, st_rank_trainee","st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_expert",,st_rank_trainee,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee","st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_aek,st_data_export_weapon_kind_rifle,st_wpn_aek971,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert","st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_professional, st_rank_master","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",
wpn_vssk,st_data_export_weapon_kind_sniper,st_wpn_vssk,,,,"st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend, st_rank_rg6, st_rank_sniper",,,
wpn_colt1911_custom,st_data_export_weapon_kind_pistol,st_wpn_colt1911_custom,,,"st_rank_master, st_rank_legend",,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend",
wpn_sks_modern,st_data_export_weapon_kind_sniper,st_wpn_sks_modern,,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert","st_rank_professional, st_rank_expert",,,,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_mp443,st_data_export_weapon_kind_pistol,st_wpn_grach,,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",,"st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert",st_rank_master,,"st_rank_master, st_rank_legend",
wpn_val,st_data_export_weapon_kind_rifle,st_wpn_val,"st_rank_veteran, st_rank_expert",,"st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert, st_rank_master",,"st_rank_master, st_rank_legend",
wpn_ak74m,st_data_export_weapon_kind_rifle,st_wpn_ak74m,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert","st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert",,"st_rank_trainee, st_rank_experienced","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",
wpn_vsk94,st_data_export_weapon_kind_rifle,st_wpn_vsk94,,,"st_rank_experienced, st_rank_professional",,st_rank_expert,,,,,"st_rank_experienced, st_rank_professional",,,
wpn_ak104,st_data_export_weapon_kind_rifle,st_wpn_ak104,"st_rank_veteran, st_rank_expert",,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_professional,,"st_rank_experienced, st_rank_professional","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert",,,"st_rank_master, st_rank_legend",
wpn_glock_custom,st_data_export_weapon_kind_pistol,st_wpn_glock_custom,,,,,,"st_rank_master, st_rank_legend",st_rank_master,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,,,
wpn_ak101,st_data_export_weapon_kind_rifle,st_wpn_ak101,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_experienced,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",,,
wpn_remington870,st_data_export_weapon_kind_shotgun,st_wpn_remington870,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_veteran, st_rank_expert",,,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_professional, st_rank_master, st_rank_legend",
wpn_m4a1,st_data_export_weapon_kind_rifle,st_wpn_m4a1,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_veteran, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",st_rank_master,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",
wpn_ak74m_custom,st_data_export_weapon_kind_rifle,st_wpn_ak74m_custom,,,,"st_rank_master, st_rank_legend",,,st_rank_master,,,st_rank_master,,,
