~,st_data_export_visual_item_id,st_data_export_hit_fraction,st_data_export_ap_scale,st_data_export_body_bonearmor,st_data_export_head_bonearmor
actors\stalker_merc\stalker_merc_dushman,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_dynamic_lc_1,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_dynamic_lc_battle_helm_gp10,,0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_dynamic_lc_m51_1,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_dynamic_lc_m51_2,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_dynamic_lc_m51_3,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_dynamic_lc_m51_4,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_exo_elite_1,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_merc_exo_elite_2,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_merc_exo_proto,,0.45,0.7,0.2,0.011
actors\stalker_merc\stalker_merc_exo_proto_2,,0.45,0.7,0.2,0.011
actors\stalker_merc\stalker_merc_exo_w_dy_mask_1,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_merc_exo_w_dy_mask_2,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_merc_exo_w_dy_mask_3,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_merc_exo_w_dy_mask_4,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_merc_exo_w_dy_mask_5,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_merc_exo_w_gp21_1,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_merc_exo_w_gp21_2,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_merc_exo_w_gp21_3,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_merc_exolight_dy_mask_1,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_dy_mask_2,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_elite_1,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_merc_exolight_gp21_1,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_gp21_2,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_gp7b_1,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_gp7b_2,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_gp7b_3,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_legend_1,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_legend_2,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_sun,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exoseva,,0.15,0.7,0.45,0.15
actors\stalker_merc\stalker_merc_exoskel_with_old_sun_1object,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_merc_exosuit_seva_1,,0.45,0.7,0.2,0.15
actors\stalker_merc\stalker_merc_exosuit_skat_1,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exosuit_with_sphere12,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exosuit_with_sphere12_2,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_fstalker_ps5_1,,0.5,0.8,0.1,0.011
actors\stalker_merc\stalker_merc_fstalker_ps5_2,,0.5,0.8,0.1,0.011
actors\stalker_merc\stalker_merc_fstalker_sun_1,,0.5,0.8,0.1,0.011
actors\stalker_merc\stalker_merc_fstalker_sun_2,,0.5,0.8,0.1,0.011
actors\stalker_merc\stalker_merc_griffin,,0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_hog,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_lc_alt_smallbckpck,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_lc_dy_mask_1,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_lc_dy_mask_2,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_lc_ps5m_custom_1,,0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_lc_ps5m_custom_2,,0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_lc_ps5m_custom_3,,0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_lc_ps5m_custom_4,,0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_lc_ps5m_hooded_1,,0.45,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_lc_spp_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_lc_spp_2,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_lc_spp_3,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_leopard,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_mechanic,,0.3,0.75,0.25,0.2
actors\stalker_merc\stalker_merc_medic_2,"merc_outfit,helm_m40",0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_meeker,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_military,"military_merc_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_military_backpack_custom,,0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_military_with_exo_helm,,0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_military_with_exo_helm_2,,0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_nbc_suit_1,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_nbc_suit_2,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_nbc_suit_3,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_nbc_suit_4,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_nbc_suit_5,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_nbc_suit_6,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_nbc_suit_7,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_nbc_suit_8,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_novice,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_merc\stalker_merc_novice_9,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_merc\stalker_merc_novice_vest,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_novice_vest_pbf,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_plash,"trenchcoat_brown_outfit,helm_rp_bala",0.85,0.9,0.011,0
actors\stalker_merc\stalker_merc_plash_custom,,0.45,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_ps5_alternate_1,,0.45,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_ps5_alternate_2,,0.45,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_ps5_alternate_3,,0.45,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_ps5_alternate_4,,0.45,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_ps5_alternate_5,,0.45,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_ps5_alternate_6,,0.45,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_ps5_battle_helm_1,,0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_ps5m,,0.45,0.8,0.15,0
actors\stalker_merc\stalker_merc_ps5m_gasmask_1,,0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_ps5m_gasmask_2,,0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_ps5m_gasmask_3,,0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_ps5m_gp10_backpack,,0.45,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_ps5m_tactic_1,,0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_ps5m_tactic_ghillie,,0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_redline_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_riot_tactical_lc_1,,0.5,0.8,0.15,0.2
actors\stalker_merc\stalker_merc_riot_tactical_lc_2,,0.5,0.8,0.15,0.2
actors\stalker_merc\stalker_merc_riot_tactical_lc_3,,0.5,0.8,0.15,0.2
actors\stalker_merc\stalker_merc_riot_tactical_lc_4,,0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_riot_tactical_lc_5,,0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_riot_tactical_lc_6,,0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_riot_tactical_lc_7,,0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_riot_tactical_lc_8,,0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_seva_skat_armour_1,,0.45,0.7,0.2,0.15
actors\stalker_merc\stalker_merc_seva_skat_armour_2,,0.45,0.7,0.2,0.15
actors\stalker_merc\stalker_merc_skat9_ssp_mask,,0.45,0.7,0.2,0.15
actors\stalker_merc\stalker_merc_skat_altyn_1,,0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_skat_dy_mask_1,,0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_skat_gp21_altyn_1,,0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_skat_mk2,,0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_skat_w_berill,,0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_special_1,,0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_10,,0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_11,,0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_12,,0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_2,,0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_3,,0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_4,,0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_5,,0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_6,,0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_7,,0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_8,,0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_9,,0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_sts_improved_1,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_sts_improved_2,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_sts_improved_3,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_sts_improved_4,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_sts_improved_5,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_sts_improved_6,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_sts_improved_7,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_sts_improved_8,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_sts_improved_9,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_sts_lc_ach_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_sts_lc_ach_2,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_sts_lc_ach_3,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_sts_lc_ach_4,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_sts_nos_head,,0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_stslc_1,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_stslc_2,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_stslc_3,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_stslc_4,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_stslc_5,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_stslc_6,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sun1,"merc_sun_outfit,helm_respirator",0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_sun1_aztec_m150_backpack,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_sun1_aztec_vest_m150,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_sun1_glasses,,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_sun1_glasses_2,,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_sun1_glasses_3,,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_sun1_merc,"merc_wolven_outfit,helm_m40",0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sun1_old,"merc_nighthunter_outfit,helm_respirator_old",0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_sun1_old_ghillie,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_sun1_old_vest,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_sun1_vest_pack,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_sun1_vest_pack_2,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_sunrill_1,,0.5,0.8,0.1,0.011
actors\stalker_merc\stalker_merc_sunrill_2,,0.5,0.8,0.1,0.011
actors\stalker_merc\stalker_merc_sunrill_3,,0.5,0.8,0.1,0.011
actors\stalker_merc\stalker_merc_sunrise_new_1,,0.5,0.8,0.1,0.011
actors\stalker_merc\stalker_merc_sunrise_new_2,,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sunrise_new_3,,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sunrise_new_4,,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sunrise_new_5,,0.5,0.8,0.1,0.011
actors\stalker_merc\stalker_merc_sunrise_new_6,,0.5,0.8,0.1,0.011
actors\stalker_merc\stalker_merc_sunrise_new_7,,0.5,0.8,0.1,0.011
actors\stalker_merc\stalker_merc_sunrise_sts_1,,0.5,0.8,0.1,0.011
actors\stalker_merc\stalker_merc_sunrise_sts_2,,0.5,0.8,0.1,0.011
actors\stalker_merc\stalker_merc_sunrise_sts_3,,0.5,0.8,0.1,0.011
actors\stalker_merc\stalker_merc_tactical_lc_1,,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_tactical_lc_2,,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_tactical_lc_3,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_tactical_lc_4,,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_tactical_lc_5,,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_tactical_lc_6,,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_trader,,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_trunk,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_merc_tyrant,,0.3,0.75,0.2,0.011
actors\stalker_merc\stalker_merc_up_armoured_nos_head,,0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_vector,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_merc_vested_crbn_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_vested_crbn_2,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_vested_crbn_3,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_vested_crbn_4,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_vested_crbn_5,,0.4,0.85,0.15,0.011
actors\stalker_merc\stalker_merc_veteran_gp21_custom,,0.3,0.75,0.2,0.011
actors\stalker_merc\stalker_merc_western_mask_1,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_western_mask_2,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_western_mask_3,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_western_mask_4,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_western_mask_5,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_merc_western_mask_6,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_mercb2,"merc_fighter_outfit,helm_m40",0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_mercb2_ppm,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_mercb2_withold_sun,,0.5,0.8,0.15,0.011
actors\stalker_merc\stalker_mercen2a_mask,"merc_fighter_outfit,helm_rp_bala",0.5,0.8,0.15,0
actors\stalker_merc\stalker_mercen2b_mask,"merc_outfit,helm_rp_bala",0.5,0.8,0.15,0
actors\stalker_merc\stalker_mercen2c_mask,"merc_outfit,helm_rp_bala",0.5,0.8,0.15,0
actors\stalker_merc\stalker_mercen_2_mask,,0.5,0.8,0.15,0
actors\stalker_merc\stalker_mercenary3,merc_scientific_outfit,0.45,0.7,0.2,0.15
actors\stalker_merc\stalker_mercenary3_aztec,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_mercenary3_coat_2,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_mercenary3_with_black_vest,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_mercenary3_with_coat,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_mercenary4,merc_scientific_armored_outfit,0.45,0.7,0.2,0.15
actors\stalker_merc\stalker_mercenary_nosorog_mk2,,0.15,0.7,0.47,0.35
actors\stalker_merc\stalker_mercenary_nosorog_mk2_2,,0.15,0.7,0.47,0.35
actors\stalker_merc\stalker_mercenary_nosorog_mk2_3,,0.15,0.7,0.47,0.35
actors\stalker_merc\stalker_mercenary_nosorog_mk2_4,,0.15,0.7,0.47,0.35
actors\stalker_merc\stalker_mercexo4a,exo_merc_wood_outfit,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo4a_commando,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_mercexo4a_commando_2,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_mercexo4a_connected_ppm,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_mercexo4a_connected_ppm_2,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_mercexo4a_ghillie,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo_4,merc_exolight_outfit,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo_4_custom_gear,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo_4_custom_gear_2,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo_4_custom_gear_3,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo_4_half_m150,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo_4_halfm150_custom,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo_4_urban clean exolight,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo_4_with_improved_aztec_mask,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexolight_grasslands,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexosuit_4_with_m50,,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_proto_sun_vest,,0.15,0.7,0.45,0.3
actors\stalker_merc\stalker_proto_sun_vest_2,,0.15,0.7,0.45,0.3
actors\stalker_monolith\1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\1_1,,0.5,0.8,0.15,0
actors\stalker_monolith\2,,0.4,0.85,0.15,0.011
actors\stalker_monolith\2_1,,0.4,0.85,0.15,0.011
actors\stalker_monolith\2_ballon,,0.5,0.8,0.15,0
actors\stalker_monolith\2_ballon_1,,0.5,0.8,0.15,0
actors\stalker_monolith\2_ballon_2,,0.5,0.8,0.15,0
actors\stalker_monolith\2_head_mask,,0.5,0.8,0.15,0
actors\stalker_monolith\2_okno_ballon,,0.4,0.85,0.15,0.011
actors\stalker_monolith\2_okno_ryukzak,,0.4,0.85,0.15,0.011
actors\stalker_monolith\2_respirator,,0.4,0.85,0.15,0.011
actors\stalker_monolith\2_respirator_1,,0.4,0.85,0.15,0.011
actors\stalker_monolith\2_ryukzak,,0.5,0.8,0.15,0
actors\stalker_monolith\2_ryukzak_1,,0.5,0.8,0.15,0
actors\stalker_monolith\2_ryukzak_2,,0.5,0.8,0.15,0
actors\stalker_monolith\2_ryukzak_3,,0.5,0.8,0.15,0
actors\stalker_monolith\2_without_hood,,0.5,0.8,0.15,0
actors\stalker_monolith\2_without_hood_1,,0.5,0.8,0.15,0
actors\stalker_monolith\2_without_hood_2,,0.5,0.8,0.15,0
actors\stalker_monolith\3,,0.3,0.7,0.3,0.3
actors\stalker_monolith\3_1,,0.3,0.75,0.25,0.2
actors\stalker_monolith\3_head_mask,,0.3,0.75,0.25,0
actors\stalker_monolith\light_mono,"light_monolit_outfit,helm_metro",0.3,0.75,0.25,0
actors\stalker_monolith\light_mono_altyn,,0.3,0.75,0.25,0.3
actors\stalker_monolith\light_mono_altyn_2,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_f_monolith_sci_ps5_1,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_f_monolith_sci_ps5_2,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_f_monolith_sci_sunrise_1,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_mo_cultist_backpack,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_mo_cultist_backpack_2,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_mo_gp10,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_mo_gp5,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_mo_head1,monolith_outfit,0.4,0.85,0.075,0
actors\stalker_monolith\stalker_mo_head1_with_mask,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_mo_head2,monolith_outfit,0.4,0.85,0.075,0
actors\stalker_monolith\stalker_mo_head_1,monolith_outfit,0.4,0.85,0.075,0
actors\stalker_monolith\stalker_mo_head_1_with_coat,,0.45,0.8,0.15,0
actors\stalker_monolith\stalker_mo_m150,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_mo_ppm,,0.45,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith0_gp5,monolith_nbc_outfit,0.7,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith1,,0.5,0.8,0.1,0
actors\stalker_monolith\stalker_monolith1_goggles,,0.45,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith1_gp5,monolith_nbc_outfit,0.7,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith1_tattered_coat,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith1_with_mask_and_hose,,0.45,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith1_with_p_mask,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith1b,,0.5,0.8,0.1,0
actors\stalker_monolith\stalker_monolith1b_lightweight,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith1b_with_exo_mask,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith1b_with_p_mask,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith2,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith2_gp10,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith2_gp5,monolith_nbc_outfit,0.7,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith2a_old,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith2a_old_vest,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith2b_old,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith2b_old_with_coat,,0.45,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith3a,monolith_exolight_outfit,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3a_custom,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3a_custom_2,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3a_exosuit_seva,,0.45,0.7,0.2,0.15
actors\stalker_monolith\stalker_monolith3a_gp5,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3a_with_mask,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3b,monolith_exolight_outfit,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3b_custom,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3b_custom_2,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3b_with_gp5stuff,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3b_with_m150,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith4a,monolith_exo_outfit,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith4a_with_old_sun,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith4b,monolith_exo_outfit,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith4nosorog,monolith_nosorog_outfit,0.15,0.7,0.47,0.35
actors\stalker_monolith\stalker_monolith_1,monolith_scientific_outfit,0.45,0.7,0.2,0.15
actors\stalker_monolith\stalker_monolith_1_bob3_vest_ppm,,0.45,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith_1_coated_m50,,0.45,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith_1a_sci_vest_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_1a_sci_vest_2,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_1a_sci_vest_3,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_2,"monolith_outfit,helm_respirator",0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_2_coated_2,,0.45,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith_2_face_1,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_monolith\stalker_monolith_2_face_2,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_monolith\stalker_monolith_2_gp21,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith_2_helm_m40,,0.5,0.8,0.1,0
actors\stalker_monolith\stalker_monolith_2_helm_m40_backpack,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith_2_helm_respirator,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_2_helm_respirator_backpack,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith_2_longhauler_ppm,,0.45,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith_2_old,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith_2_ppm_2,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith_2a_face_rabbit,"monolith_outfit,helm_respirator",0.45,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith_3,monolith_exolight_outfit,0.3,0.7,0.3,0.3
