Section,Type,Key_1,Value_1,Key_2,Value_2,Key_3,Value_3,Key_4,Value_4,Key_5,Value_5,Key_6,Value_6,Key_7,Value_7,Key_8,Value_8,Key_9,Value_9,Key_10,Value_10,Key_11,Value_11,Key_12,Value_12,Key_13,Value_13,Key_14,Value_14,Key_15,Value_15,Key_16,Value_16
up_sect_firstf_svt40,weapon,ammo_class,"ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_fmj;ammo-7.62x39_ap;ammo-7.62x39_ap;ammo-7.62x39_ap",condition_queue_shot_dec,"0.0001",condition_shot_dec,"0.0001",cost,"5380",misfire_end_prob,"0.005",misfire_start_prob,"0.0005",value,""7.62x39"",,,,,,,,,,,,,,,,,,
up_sect_firstf_svu,weapon,cost,"6480",fire_dispersion_base,"-0.03",inv_weight,"0.142",value,"20",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_firstf_toz34,weapon,ammo_class,"ammo-12x76-zhekan;ammo-12x76-zhekan;ammo-12x76-zhekan;ammo-12x76-dart;ammo-12x76-dart;ammo-12x76-dart",cost,"2870",fire_dispersion_base,"-0.19",inv_weight,"0.1",value,"20",,,,,,,,,,,,,,,,,,,,,,
up_sect_firstf_val,weapon,cost,"4560",fire_dispersion_base,"-0.06",inv_weight,"0.1",value,"20",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_firstf_vintorez,weapon,cost,"2840",fire_dispersion_base,"-0.04",inv_weight,"0.05",value,"20",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_firstf_vsk94,weapon,cost,"4560",fire_dispersion_base,"-0.043",inv_weight,"0.1",value,"20",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_firstf_vssk,weapon,cost,"6840",fire_dispersion_base,"-0.02",inv_weight,"0.05",value,"20",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_firstf_wincheaster1300,weapon,PDM_disp_accel_factor,"-0.5",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.5",cost,"2190",crosshair_inertion,"-1",inv_weight,"-0.12",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourta_9a91,weapon,cost,"5240",inv_weight,"0.15",rpm,"45",value,"5",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_abakan,weapon,cost,"3020",crosshair_inertion,"-0.4",inv_weight,"-0.98",value,"-0.98",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_ace21,weapon,cam_dispersion,"-0.044",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.059",cost,"3940",inv_weight,"0.16",value,"-5",zoom_cam_dispersion,"-0.049",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.054",,,,,,,,,,,,,,
up_sect_fourta_aek971,weapon,cost,"3850",crosshair_inertion,"-0.4",inv_weight,"-0.88",value,"-0.98",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_ak102,weapon,cam_dispersion,"-0.044",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.059",cost,"3940",inv_weight,"0.16",value,"-5",zoom_cam_dispersion,"-0.049",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.054",,,,,,,,,,,,,,
up_sect_fourta_ak104,weapon,cam_dispersion,"-0.044",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.059",cost,"3940",inv_weight,"0.16",value,"-5",zoom_cam_dispersion,"-0.049",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.054",,,,,,,,,,,,,,
up_sect_fourta_ak105,weapon,cam_dispersion,"-0.043",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.055",cost,"2390",value,"-5",zoom_cam_dispersion,"-0.045",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.05",,,,,,,,,,,,,,,,
up_sect_fourta_ak74,weapon,cost,"2550",inv_weight,"-0.84",value,"-0.84",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_ak74_old,weapon,cost,"2550",inv_weight,"-0.84",value,"-0.84",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_ak74m,weapon,cost,"2550",inv_weight,"-0.84",value,"-0.84",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_ak74u,weapon,cam_dispersion,"-0.044",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.059",cost,"3940",inv_weight,"0.16",value,"-5",zoom_cam_dispersion,"-0.049",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.054",,,,,,,,,,,,,,
up_sect_fourta_aug,weapon,PDM_disp_accel_factor,"-0.2",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.2",cost,"2650",crosshair_inertion,"-0.5",inv_weight,"-0.7",value,"-0.7",,,,,,,,,,,,,,,,,,
up_sect_fourta_beretta,weapon,cost,"2160",fire_dispersion_base,"-0.05",inv_weight,"-0.08",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_bizon,weapon,condition_queue_shot_dec,"-9e-05",condition_shot_dec,"-9e-05",cost,"2980",inv_weight,"0.1",misfire_end_prob,"-0.008",misfire_start_prob,"-0.0008",value,"10",,,,,,,,,,,,,,,,,,
up_sect_fourta_colt1911,weapon,cost,"2460",fire_dispersion_base,"-0.06",inv_weight,"0.1",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_cz75,weapon,cost,"2210",fire_dispersion_base,"-0.05",inv_weight,"-0.08",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_desert_eagle,weapon,cost,"3450",fire_dispersion_base,"-0.15",inv_weight,"0.1",value,"25",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_fn2000,weapon,cost,"2390",inv_weight,"0.1",scope_zoom_factor,"-17",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_fn2000_nimble,weapon,cost,"4240",inv_weight,"0.15",rpm,"25",value,"5",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_fn57,weapon,cost,"2180",fire_dispersion_base,"-0.07",value,"10",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_fnp45,weapon,cost,"1940",fire_dispersion_base,"-0.04",inv_weight,"0.06",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_fnx45,weapon,cost,"1940",fire_dispersion_base,"-0.04",inv_weight,"0.06",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_fort,weapon,cost,"1130",fire_dispersion_base,"-0.04",inv_weight,"0.01",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_g3,weapon,cost,"3540",inv_weight,"0.15",rpm,"25",value,"5",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_g36,weapon,cost,"4350",inv_weight,"0.1",rpm,"35",value,"5",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_g36k,weapon,condition_queue_shot_dec,"-0.00012",condition_shot_dec,"-0.00012",cost,"4180",inv_weight,"0.15",misfire_end_prob,"-0.013",misfire_start_prob,"-0.001",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourta_g3sg1,weapon,cost,"3850",inv_weight,"0.1",scope_zoom_factor,"-7.5",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_galil,weapon,cost,"3280",inv_weight,"-0.89",value,"-0.89",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_glock,weapon,cost,"2160",fire_dispersion_base,"-0.05",inv_weight,"-0.08",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_groza,weapon,cam_dispersion,"-0.07",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.15",cost,"5720",inv_weight,"0.1",value,"-10",zoom_cam_dispersion,"-0.06",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.15",,,,,,,,,,,,,,
up_sect_fourta_hpsa,weapon,cost,"1360",fire_dispersion_base,"-0.06",value,"10",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_kiparis,weapon,cost,"2210",fire_dispersion_base,"-0.05",inv_weight,"-0.08",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_l85,weapon,PDM_disp_accel_factor,"-0.4",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.4",cost,"2650",crosshair_inertion,"-0.5",inv_weight,"-0.75",value,"-0.75",,,,,,,,,,,,,,,,,,
up_sect_fourta_l96a1,weapon,cost,"4420",scope_zoom_factor,"-2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_lr300,weapon,PDM_disp_accel_factor,"-0.1",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.1",cost,"2420",crosshair_inertion,"-0.2",inv_weight,"-0.69",value,"-0.69",,,,,,,,,,,,,,,,,,
up_sect_fourta_m24,weapon,cost,"5020",scope_zoom_factor,"-2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_m249,weapon,PDM_disp_accel_factor,"-0.4",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.4",cost,"3650",crosshair_inertion,"-0.5",inv_weight,"-0.8",value,"-0.8",,,,,,,,,,,,,,,,,,
up_sect_fourta_m4,weapon,PDM_disp_accel_factor,"-0.1",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.1",cost,"2420",crosshair_inertion,"-0.2",inv_weight,"-0.6",value,"-0.6",,,,,,,,,,,,,,,,,,
up_sect_fourta_m4a1,weapon,PDM_disp_accel_factor,"-0.1",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.1",cost,"3950",inv_weight,"0.1",rpm,"35",value,"5",,,,,,,,,,,,,,,,,,
up_sect_fourta_m98b,weapon,cost,"2560",silencer_name,"wpn_sil_sr25",silencer_status,"2",silencer_x,"256",silencer_y,"13",snd_silncer_shot,"wpn_m98b_snd_silncer_shot",,,,,,,,,,,,,,,,,,,,
up_sect_fourta_mossberg590,weapon,PDM_disp_accel_factor,"-0.2",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.2",cost,"2190",crosshair_inertion,"-0.5",inv_weight,"-0.12",value,"5",,,,,,,,,,,,,,,,,,
up_sect_fourta_mp133,weapon,PDM_disp_accel_factor,"-0.2",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.2",cost,"2090",crosshair_inertion,"-0.5",inv_weight,"-0.12",value,"5",,,,,,,,,,,,,,,,,,
up_sect_fourta_mp153,weapon,cam_dispersion,"-0.115",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.221",cost,"3560",inv_weight,"0.1",value,"-15",zoom_cam_dispersion,"-0.088",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.193",,,,,,,,,,,,,,
up_sect_fourta_mp5,weapon,condition_queue_shot_dec,"-9e-05",condition_shot_dec,"-9e-05",cost,"2980",inv_weight,"0.1",misfire_end_prob,"-0.008",misfire_start_prob,"-0.0008",value,"10",,,,,,,,,,,,,,,,,,
up_sect_fourta_p90,weapon,cost,"4180",inv_weight,"0.2",rpm,"30",value,"5",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_pb,weapon,cost,"1310",fire_dispersion_base,"-0.06",inv_weight,"0.04",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_pkm,weapon,cost,"5320",fire_dispersion_base,"-0.045",inv_weight,"0.2",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_pm,weapon,cost,"890",fire_dispersion_base,"-0.07",inv_weight,"0.04",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_protecta,weapon,cam_dispersion,"-0.107",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.091",cost,"2750",inv_weight,"0.1",value,"-5",zoom_cam_dispersion,"-0.086",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.087",,,,,,,,,,,,,,
up_sect_fourta_remi700,weapon,cost,"2860",silencer_name,"wpn_sil_kzrzp",silencer_status,"2",silencer_x,"273",silencer_y,"15",snd_silncer_shot,"wpn_m24_snd_silncer_shot",,,,,,,,,,,,,,,,,,,,
up_sect_fourta_rpk74,weapon,cost,"2780",inv_weight,"-0.9",value,"-0.9",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_saiga12,weapon,cam_dispersion,"-0.1",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.025",cost,"1390",value,"-5",zoom_cam_dispersion,"-0.09",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.025",,,,,,,,,,,,,,,,
up_sect_fourta_scar,weapon,cost,"6900",fire_dispersion_base,"-0.02",inv_weight,"0.05",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_sig220,weapon,cost,"1640",fire_dispersion_base,"-0.05",inv_weight,"0.07",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_sig550,weapon,PDM_disp_accel_factor,"-0.1",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.1",cost,"3190",crosshair_inertion,"-0.5",inv_weight,"-0.91",value,"-0.91",,,,,,,,,,,,,,,,,,
up_sect_fourta_sig552,weapon,PDM_disp_accel_factor,"-0.1",PDM_disp_base,"-0.01",PDM_disp_vel_factor,"-0.1",cost,"5290",crosshair_inertion,"-0.5",inv_weight,"-0.65",value,"-0.65",,,,,,,,,,,,,,,,,,
up_sect_fourta_spas12,weapon,cost,"2540",inv_weight,"0.1",rpm,"30",value,"30",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_sv98,weapon,cost,"3820",scope_zoom_factor,"-3.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_svd,weapon,cost,"2860",silencer_name,"wpn_sil_kzrzp",silencer_status,"2",silencer_x,"273",silencer_y,"15",snd_silncer_shot,"weapons\svd\svd_shot_sil",,,,,,,,,,,,,,,,,,,,
up_sect_fourta_svd_nimble,weapon,cost,"3787",scope_zoom_factor,"-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_svu,weapon,cam_dispersion,"-0.057",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.07",cost,"5130",inv_weight,"0.1",value,"-5",zoom_cam_dispersion,"-0.047",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.065",,,,,,,,,,,,,,
up_sect_fourta_tt33,weapon,cost,"1190",fire_dispersion_base,"-0.07",inv_weight,"0.04",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_ump45,weapon,condition_queue_shot_dec,"-5e-05",condition_shot_dec,"-5e-05",cost,"2980",inv_weight,"0.1",misfire_end_prob,"-0.008",misfire_start_prob,"-0.0008",value,"10",,,,,,,,,,,,,,,,,,
up_sect_fourta_usp,weapon,cost,"1760",fire_dispersion_base,"-0.04",inv_weight,"0.06",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_val,weapon,cost,"5940",inv_weight,"0.15",rpm,"45",value,"5",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_vintorez,weapon,cam_dispersion,"-0.082",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.059",cost,"5140",inv_weight,"0.05",value,"-10",zoom_cam_dispersion,"-0.076",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.041",,,,,,,,,,,,,,
up_sect_fourta_vintorez_1pn93,weapon,cost,"2340",scope_zoom_factor,"-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_vintorez_nimble,weapon,cost,"1540",scope_zoom_factor,"-7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_vsk94,weapon,cost,"5940",inv_weight,"0.15",rpm,"35",value,"5",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_vssk,weapon,cost,"3920",scope_zoom_factor,"-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourta_vz61,weapon,cam_dispersion,"-0.021",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.072",cost,"2240",inv_weight,"0.12",value,"-5",zoom_cam_dispersion,"-0.014",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.071",,,,,,,,,,,,,,
up_sect_fourta_walther,weapon,cost,"1280",fire_dispersion_base,"-0.07",value,"10",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_9a91,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"4050",inv_weight,"0.1",misfire_end_prob,"-0.014",misfire_start_prob,"-0.0018",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_abakan,weapon,PDM_disp_accel_factor,"-0.2",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.2",cost,"3250",crosshair_inertion,"-0.5",inv_weight,"0.1",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_ace21,weapon,cost,"2650",inv_weight,"0.04",rpm,"35",value,"5",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_aek971,weapon,PDM_disp_accel_factor,"-0.2",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.2",cost,"3580",crosshair_inertion,"-0.5",inv_weight,"0.1",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_ak102,weapon,cost,"2550",inv_weight,"0.08",rpm,"90",value,"15",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_ak104,weapon,cost,"2550",inv_weight,"0.08",rpm,"90",value,"15",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_ak74,weapon,PDM_disp_accel_factor,"-0.3",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.3",cost,"3950",crosshair_inertion,"-0.75",inv_weight,"-0.17",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_ak74_old,weapon,PDM_disp_accel_factor,"-0.3",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.3",cost,"3950",crosshair_inertion,"-0.75",inv_weight,"-0.17",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_ak74m,weapon,PDM_disp_accel_factor,"-0.3",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.3",cost,"3950",crosshair_inertion,"-0.75",inv_weight,"-0.17",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_ak74u,weapon,cost,"2250",inv_weight,"0.08",rpm,"65",value,"10",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_aug,weapon,condition_queue_shot_dec,"-0.00012",condition_shot_dec,"-0.00012",cost,"4300",inv_weight,"0.1",misfire_end_prob,"-0.013",misfire_start_prob,"-0.001",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_beretta,weapon,condition_queue_shot_dec,"-0.0002",condition_shot_dec,"-0.0002",cost,"1860",inv_weight,"0.11",misfire_end_prob,"-0.013",misfire_start_prob,"-0.0013",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_bizon,weapon,cost,"3680",inv_weight,"0.1",rpm,"40",value,"5",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_colt1911,weapon,condition_queue_shot_dec,"-0.00035",condition_shot_dec,"-0.00035",cost,"2380",inv_weight,"0.042",misfire_end_prob,"-0.01",misfire_start_prob,"-0.001",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_colt_kimber,weapon,cam_dispersion,"-0.038",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.025",cost,"3390",fire_modes,"1,3",,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_cz75,weapon,condition_queue_shot_dec,"-0.0002",condition_shot_dec,"-0.0002",cost,"1920",inv_weight,"0.11",misfire_end_prob,"-0.013",misfire_start_prob,"-0.0013",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_desert_eagle,weapon,condition_queue_shot_dec,"-0.0004",condition_shot_dec,"-0.0004",cost,"3180",inv_weight,"0.15",misfire_end_prob,"-0.025",misfire_start_prob,"-0.0025",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_fn2000,weapon,cost,"4890",inv_weight,"0.01",scope_dynamic_zoom,"on",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_fn2000_nimble,weapon,cam_dispersion,"-0.085",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.16",cost,"6120",inv_weight,"0.2",value,"-20",zoom_cam_dispersion,"-0.069",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.15",,,,,,,,,,,,,,
up_sect_fourtc_fn57,weapon,condition_queue_shot_dec,"-0.0004",condition_shot_dec,"-0.0004",cost,"2660",misfire_end_prob,"-0.015",misfire_start_prob,"-0.0015",value,"15",,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_fnp45,weapon,condition_queue_shot_dec,"-0.0002",condition_shot_dec,"-0.0002",cost,"2340",inv_weight,"0.13",misfire_end_prob,"-0.015",misfire_start_prob,"-0.0015",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_fnx45,weapon,condition_queue_shot_dec,"-0.0002",condition_shot_dec,"-0.0002",cost,"2340",inv_weight,"0.13",misfire_end_prob,"-0.015",misfire_start_prob,"-0.0015",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_fort,weapon,cost,"1430",fire_dispersion_base,"-0.08",inv_weight,"0.02",value,"20",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_g3,weapon,cam_dispersion,"-0.085",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.16",cost,"4320",inv_weight,"0.2",value,"-20",zoom_cam_dispersion,"-0.069",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.15",,,,,,,,,,,,,,
up_sect_fourtc_g36,weapon,PDM_disp_accel_factor,"-0.05",PDM_disp_base,"-0.05",PDM_disp_vel_factor,"-0.05",cost,"4890",crosshair_inertion,"-0.2",inv_weight,"-0.4",value,"-0.4",,,,,,,,,,,,,,,,,,
up_sect_fourtc_g36k,weapon,PDM_disp_accel_factor,"-0.4",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.4",cost,"3480",crosshair_inertion,"-0.5",inv_weight,"0.1",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_g3sg1,weapon,cost,"4890",scope_dynamic_zoom,"on",,,,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_galil,weapon,PDM_disp_accel_factor,"-0.3",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.3",cost,"3950",crosshair_inertion,"-0.75",inv_weight,"-0.17",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_glock,weapon,cost,"2320",inv_weight,"0.08",rpm,"60",value,"25",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_groza,weapon,PDM_disp_accel_factor,"-0.4",PDM_disp_base,"-0.2",PDM_disp_vel_factor,"-0.4",cost,"5140",crosshair_inertion,"-1.5",inv_weight,"0.05",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_hpsa,weapon,condition_queue_shot_dec,"-0.0004",condition_shot_dec,"-0.0004",cost,"1590",inv_weight,"0.14",misfire_end_prob,"-0.02",misfire_start_prob,"-0.002",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_kiparis,weapon,condition_queue_shot_dec,"-0.0002",condition_shot_dec,"-0.0002",cost,"1920",inv_weight,"0.11",misfire_end_prob,"-0.013",misfire_start_prob,"-0.0013",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_l85,weapon,cam_dispersion,"-0.115",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.221",cost,"3560",inv_weight,"0.15",value,"-15",zoom_cam_dispersion,"-0.088",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.193",,,,,,,,,,,,,,
up_sect_fourtc_l85a2,weapon,condition_queue_shot_dec,"-0.00012",condition_shot_dec,"-0.00012",cost,"4180",inv_weight,"0.15",misfire_end_prob,"-0.013",misfire_start_prob,"-0.001",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_l96a1,weapon,cost,"6880",inv_weight,"0.01",scope_dynamic_zoom,"on",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_lr300,weapon,PDM_disp_accel_factor,"-0.35",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.35",cost,"4890",crosshair_inertion,"-0.6",inv_weight,"0.1",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_m24,weapon,cost,"6890",inv_weight,"0.01",scope_dynamic_zoom,"on",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_m249,weapon,cam_dispersion,"-0.115",cam_dispersion_inc,"0",cam_step_angle_horz,"-0.221",cost,"3560",inv_weight,"0.15",value,"-15",zoom_cam_dispersion,"-0.088",zoom_cam_dispersion_inc,"0",zoom_cam_step_angle_horz,"-0.193",,,,,,,,,,,,,,
up_sect_fourtc_m4,weapon,PDM_disp_accel_factor,"-0.35",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.35",cost,"4890",crosshair_inertion,"-0.6",inv_weight,"0.1",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_m98b,weapon,PDM_disp_accel_factor,"-0.4",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.4",cost,"6360",crosshair_inertion,"-0.5",inv_weight,"-0.82",value,"-0.82",,,,,,,,,,,,,,,,,,
up_sect_fourtc_mp5,weapon,cost,"3680",inv_weight,"0.1",rpm,"40",value,"5",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_p90,weapon,condition_queue_shot_dec,"-0.0001",condition_shot_dec,"-0.0001",cost,"3860",inv_weight,"0.1",misfire_end_prob,"-0.016",misfire_start_prob,"-0.002",value,"10",,,,,,,,,,,,,,,,,,
up_sect_fourtc_pb,weapon,cost,"1580",fire_dispersion_base,"-0.12",inv_weight,"0.02",value,"20",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_pkm,weapon,PDM_disp_accel_factor,"-0.35",PDM_disp_base,"-0.1",PDM_disp_vel_factor,"-0.35",cost,"5940",crosshair_inertion,"-1",inv_weight,"-0.12",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_pm,weapon,cost,"1080",fire_dispersion_base,"-0.14",inv_weight,"0.08",value,"20",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_protecta,weapon,cost,"4150",inv_weight,"0.1",rpm,"25",value,"15",,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_remi700,weapon,PDM_disp_accel_factor,"-1.25",PDM_disp_base,"-0.5",PDM_disp_vel_factor,"-1.25",cost,"6240",crosshair_inertion,"-1.5",inv_weight,"-0.22",value,"20",,,,,,,,,,,,,,,,,,
up_sect_fourtc_saiga12,weapon,cost,"2650",rpm,"35",value,"10",,,,,,,,,,,,,,,,,,,,,,,,,,
up_sect_fourtc_scar,weapon,PDM_disp_accel_factor,"-0.25",PDM_disp_base,"-0.07",PDM_disp_vel_factor,"-0.25",cost,"7380",crosshair_inertion,"-1.25",inv_weight,"0.1",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_sig220,weapon,condition_queue_shot_dec,"-0.00015",condition_shot_dec,"-0.00015",cost,"1780",inv_weight,"0.14",misfire_end_prob,"-0.015",misfire_start_prob,"-0.0015",value,"15",,,,,,,,,,,,,,,,,,
up_sect_fourtc_sig550,weapon,PDM_disp_accel_factor,"-0.25",PDM_disp_base,"-0.07",PDM_disp_vel_factor,"-0.25",cost,"4380",crosshair_inertion,"-1.25",inv_weight,"0.1",value,"15",,,,,,,,,,,,,,,,,,
