~,st_data_export_visual_item_id,st_data_export_hit_fraction,st_data_export_ap_scale,st_data_export_body_bonearmor,st_data_export_head_bonearmor
actors\stalker_isg\stalker_isg_scout_5,isg_lcs_urban_outfit,0.45,0.8,0.15,0
actors\stalker_isg\stalker_isg_scout_6,isg_lcs_urban_outfit,0.45,0.8,0.15,0
actors\stalker_isg\stalker_isg_scout_7,isg_lcs_urban_outfit,0.45,0.8,0.15,0
actors\stalker_isg\stalker_isg_scout_8,isg_lcs_urban_outfit,0.45,0.8,0.15,0
actors\stalker_isg\stalker_isg_scout_advanced_nbc_1,"isg_camo_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_isg\stalker_isg_scout_advanced_nbc_2,"isg_camo_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_isg\stalker_isg_scout_light_assaulter_1,"isg_camo_outfit,helm_ach7",0.3,0.75,0.25,0.3
actors\stalker_isg\stalker_isg_scout_light_assaulter_2,"isg_camo_outfit,helm_ach7",0.3,0.75,0.25,0.3
actors\stalker_isg\stalker_isg_scout_light_assaulter_3,"isg_camo_outfit,helm_ach7",0.3,0.75,0.25,0.3
actors\stalker_isg\stalker_isg_scout_light_assaulter_4,"isg_camo_outfit,helm_ach7",0.3,0.75,0.25,0.3
actors\stalker_isg\stalker_isg_scout_light_assaulter_5,"isg_camo_outfit,helm_ach7",0.3,0.75,0.25,0.3
actors\stalker_isg\stalker_isg_scout_sts_gp10,"isg_camo_outfit,helm_ranger",0.45,0.8,0.15,0.3
actors\stalker_isg\stalker_isg_skat9_w_berill,"light_isg_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_isg\stalker_isg_skat_w_ssp_mask,"light_isg_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_isg\stalker_isg_special_operations_1,"isg_lcs_urban_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_isg\stalker_isg_special_operations_14,"isg_lcs_urban_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_isg\stalker_isg_special_operations_15,"isg_lcs_urban_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_isg\stalker_isg_special_operations_17,"isg_lcs_urban_outfit,helm_respirator_old",0.5,0.8,0.15,0.3
actors\stalker_isg\stalker_isg_special_operations_18,"isg_lcs_urban_outfit,helm_respirator_old",0.5,0.8,0.15,0.3
actors\stalker_isg\stalker_isg_special_operations_19,"isg_lcs_urban_outfit,helm_respirator_old",0.5,0.8,0.15,0.3
actors\stalker_isg\stalker_isg_special_operations_2,"isg_lcs_urban_outfit,helm_respirator_old",0.4,0.85,0.15,0
actors\stalker_isg\stalker_isg_special_operations_20,"isg_lcs_urban_outfit,helm_respirator_old",0.5,0.8,0.15,0.3
actors\stalker_isg\stalker_isg_special_operations_21,"isg_lcs_urban_outfit,helm_respirator_old",0.5,0.8,0.15,0.3
actors\stalker_isg\stalker_isg_special_operations_22,"isg_lcs_urban_outfit,helm_respirator_old",0.5,0.8,0.15,0.3
actors\stalker_isg\stalker_isg_special_operations_22_alt,"isg_lcs_urban_outfit,helm_respirator_old",0.5,0.8,0.15,0.3
actors\stalker_isg\stalker_isg_special_operations_22_alt_2,"isg_lcs_urban_outfit,helm_respirator_old",0.5,0.8,0.15,0.3
actors\stalker_isg\stalker_isg_special_operations_23,"isg_lcs_urban_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_isg\stalker_isg_special_operations_7,"isg_lcs_urban_outfit,helm_respirator_old",0.5,0.8,0.15,0.3
actors\stalker_isg\stalker_isg_special_operations_8,"isg_lcs_urban_outfit,helm_respirator_old",0.5,0.8,0.15,0.3
actors\stalker_isg\stalker_isg_special_operations_9,"isg_lcs_urban_outfit,helm_respirator_old",0.5,0.8,0.15,0.3
actors\stalker_isg\stalker_isg_sts_b_1,"isg_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_isg\stalker_isg_sts_b_2,"isg_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_isg\stalker_isg_sts_gp10_1,,0.45,0.8,0.15,0.3
actors\stalker_isg\stalker_isg_sts_gp10_2,,0.45,0.8,0.15,0.3
actors\stalker_isg\stalker_isg_tactical_lc_1,isg_lcs_camo_outfit,0.5,0.8,0.15,0
actors\stalker_isg\stalker_isg_tactical_lc_2,isg_lcs_camo_outfit,0.5,0.8,0.15,0
actors\stalker_isg\stalker_isg_tactical_lc_3,isg_lcs_camo_outfit,0.5,0.8,0.15,0
actors\stalker_isg\stalker_isg_tactical_lc_4,isg_lcs_camo_outfit,0.5,0.8,0.15,0
actors\stalker_isg\stalker_isg_tactical_lc_5,isg_lcs_camo_outfit,0.5,0.8,0.15,0
actors\stalker_isg\stalker_isg_tech,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_isg\stalker_isg_trader,,0.5,0.8,0.15,0
actors\stalker_isg\stalker_isg_western_mask_1,"isg_lcs_camo_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_isg\stalker_isg_western_mask_2,"isg_lcs_camo_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_isg\stalker_isg_western_mask_3,"isg_lcs_camo_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_lazarus\lazarus_dolg,"monolith_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_lazarus\lazarus_ecolog,"monolith_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_lazarus\lazarus_freedom,"monolith_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_lazarus\lazarus_merc,"monolith_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_lazarus\lazarus_nebo,"monolith_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_lazarus\lazarus_neutral,"monolith_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_merc\1,"monolith_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\1_0,,0.45,0.8,0.15,0
actors\stalker_merc\1_1,"monolith_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\2,,0.5,0.8,0.15,0
actors\stalker_merc\2_1,,0.5,0.8,0.15,0
actors\stalker_merc\2_10,,0.5,0.8,0.15,0
actors\stalker_merc\2_11,,0.5,0.8,0.15,0
actors\stalker_merc\2_12,,0.5,0.8,0.15,0
actors\stalker_merc\2_13,,0.5,0.8,0.15,0
actors\stalker_merc\2_14,,0.5,0.8,0.15,0
actors\stalker_merc\2_15,,0.5,0.8,0.15,0
actors\stalker_merc\2_16,,0.5,0.8,0.15,0
actors\stalker_merc\2_2,,0.5,0.8,0.15,0
actors\stalker_merc\2_3,,0.5,0.8,0.15,0
actors\stalker_merc\2_4,,0.5,0.8,0.15,0
actors\stalker_merc\2_5,,0.5,0.8,0.15,0
actors\stalker_merc\2_6,,0.5,0.8,0.15,0
actors\stalker_merc\2_7,,0.5,0.8,0.15,0
actors\stalker_merc\2_8,,0.5,0.8,0.15,0
actors\stalker_merc\2_9,,0.5,0.8,0.15,0
actors\stalker_merc\3,,0.45,0.8,0.15,0
actors\stalker_merc\3_1,,0.45,0.8,0.15,0
actors\stalker_merc\3_10,,0.45,0.8,0.15,0
actors\stalker_merc\3_11,,0.45,0.8,0.15,0
actors\stalker_merc\3_2,,0.45,0.8,0.15,0
actors\stalker_merc\3_3,,0.45,0.8,0.15,0
actors\stalker_merc\3_4,,0.45,0.8,0.15,0
actors\stalker_merc\3_5,,0.45,0.8,0.15,0
actors\stalker_merc\3_6,,0.45,0.8,0.15,0
actors\stalker_merc\3_7,,0.45,0.8,0.15,0
actors\stalker_merc\3_8,,0.45,0.8,0.15,0
actors\stalker_merc\3_9,,0.45,0.8,0.15,0
actors\stalker_merc\4,,0.15,0.7,0.55,0.3
actors\stalker_merc\5,,0.3,0.7,0.3,0.3
actors\stalker_merc\5_1,,0.3,0.7,0.3,0.3
actors\stalker_merc\5_2,,0.3,0.7,0.3,0.3
actors\stalker_merc\5_3,,0.3,0.7,0.3,0.3
actors\stalker_merc\5_4,,0.3,0.75,0.25,0.2
actors\stalker_merc\5_5,,0.3,0.75,0.25,0.2
actors\stalker_merc\5_6,,0.3,0.75,0.25,0.2
actors\stalker_merc\5_7,,0.3,0.75,0.25,0.2
actors\stalker_merc\5_8,,0.3,0.75,0.25,0.2
actors\stalker_merc\5_9,,0.3,0.75,0.25,0.2
actors\stalker_merc\good_exo_skat,"merc_exo_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_merc\merc_1,"merc_outfit,helm_hardhat",0.3,0.75,0.2,0.2
actors\stalker_merc\merc_1_nf,"merc_outfit,helm_hardhat",0.3,0.75,0.2,0.2
actors\stalker_merc\merc_2,"merc_outfit,helm_hardhat",0.3,0.75,0.2,0.2
actors\stalker_merc\merc_2_nf,"merc_outfit,helm_hardhat",0.3,0.75,0.2,0.2
actors\stalker_merc\merc_exosuit_with_old_mask_ver2,"exo_merc_urban_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_exoskel_with_skat,"merc_exo_outfit,helm_battle",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_f_merc_sci_ps5_1,"merc_scientific_outfit,helm_protective",0.5,0.8,0.1,0
actors\stalker_merc\stalker_f_merc_sci_sunrise_1,"merc_scientific_outfit,helm_protective",0.5,0.8,0.1,0
actors\stalker_merc\stalker_f_merc_sci_sunrise_2,"merc_scientific_outfit,helm_protective",0.5,0.8,0.1,0
actors\stalker_merc\stalker_ki_antigas,"merc_coyote_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_merc\stalker_ki_antigas_backpack,"merc_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_merc\stalker_ki_antigas_backpack_2,"merc_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_merc\stalker_ki_antigas_backpack_3,"merc_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_merc\stalker_ki_antigas_ghillie,"ghillie_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_merc\stalker_ki_exo_head,"merc_sunset_outfit,helm_exo",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_ki_exo_head_2,"merc_sunset_outfit,helm_exo",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_ki_head_2,"merc_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_ki_head_2_with_m150,"merc_sunset_outfit,helm_m50",0.5,0.8,0.15,0
actors\stalker_merc\stalker_ki_head_altyn,"merc_sunset_outfit,helm_metro",0.5,0.8,0.15,0.2
actors\stalker_merc\stalker_ki_head_helm_tactic,"merc_sunset_outfit,helm_tactic",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_ki_head_helm_tactic_backpack,"merc_sunset_outfit,helm_tactic",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_ki_mask,"merc_jackal_outfit,helm_rp_bala",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc2a,"merc_fighter_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc2a_light,"light_merc_outfit,helm_m40",0.3,0.75,0.25,0
actors\stalker_merc\stalker_merc2a_light_coated,"light_merc_outfit,helm_m40",0.3,0.75,0.25,0
actors\stalker_merc\stalker_merc2a_m150_custom,"merc_sunset_outfit,helm_m50",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc2a_m150_custom_2,"merc_sunset_outfit,helm_m50",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc2a_with_m150,"merc_sunset_outfit,helm_m50",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc2b,"merc_sunset_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc2b_light,"light_merc_outfit,helm_m40",0.3,0.75,0.25,0
actors\stalker_merc\stalker_merc2b_light_coated,"light_merc_outfit,helm_m40",0.3,0.75,0.25,0
actors\stalker_merc\stalker_merc2b_ppm,"merc_sunset_outfit,helm_ppm88",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc2c,"merc_scout_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc2c_light,"light_merc_outfit,helm_m40",0.3,0.75,0.25,0
actors\stalker_merc\stalker_merc2d_light_coated_backpack,"light_merc_outfit,helm_m40",0.3,0.75,0.25,0
actors\stalker_merc\stalker_merc2d_light_coated_backpack_gp7b,"light_merc_outfit,helm_m40",0.3,0.75,0.25,0
actors\stalker_merc\stalker_merc4a,"merc_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc4a_with_m150,"merc_exo_outfit,helm_m50",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc4nosorog,"merc_nosorog_outfit,helm_spartan",0.15,0.7,0.65,0.35
actors\stalker_merc\stalker_merc_0,"scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_1_exo_helm,"merc_jackal_outfit,helm_exo",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_1_exo_helm_2,"merc_jackal_outfit,helm_exo",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_1_helm_battle,"scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_1_helm_battle_nogas,"scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_1_helm_tactic,"scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_1_helm_tactic_nogas,"scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_1_mask,"scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_2,"merc_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_2_balloon_helm_tactic,"merc_outfit,helm_tactic",0.5,0.8,0.15,0.2
actors\stalker_merc\stalker_merc_2_balloon_on_helm_battlle,"merc_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_2_balloon_on_helm_tactic,"merc_outfit,helm_tactic",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_2_cap_1,merc_jackal_outfit,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_2_cap_2,merc_jackal_outfit,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_2_cap_3,merc_jackal_outfit,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_2_cap_4,merc_jackal_outfit,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_2_cap_5,merc_jackal_outfit,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_2_face_2,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_2_helm_battle,"merc_outfit,helm_battle",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_2_helm_battle_nogas,"merc_outfit,helm_battle",0.5,0.8,0.15,0.2
actors\stalker_merc\stalker_merc_2_helm_tactic,"merc_outfit,helm_tactic",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_2_helm_tactic_nogas,"merc_outfit,helm_tactic",0.5,0.8,0.15,0.2
actors\stalker_merc\stalker_merc_2_tactic_ppm,"merc_jackal_outfit,helm_ppm88",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_2_tactic_ppm_2,"merc_jackal_outfit,helm_ppm88",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_2a_gp5,"nbc_merc_outfit,helm_respirator_gp5",0.7,0.85,0.15,0
actors\stalker_merc\stalker_merc_2a_ppm,"merc_jackal_outfit,helm_ppm88",0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_2a_ppm_backpack,"merc_jackal_outfit,helm_ppm88",0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_4,"merc_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_4_mk2,"merc_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_4_mk2_2,"merc_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_4_n,"merc_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_4_newhead,"merc_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_4_skat,military_merc_outfit,0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_4_skat_with_m150,"merc_jackal_outfit,helm_m50",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_6,"light_merc_outfit,helm_metro",0.3,0.75,0.25,0
actors\stalker_merc\stalker_merc_6_altyn_backpack,"merc_exo_outfit,helm_metro",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_6_better_visor_w_back_pack,"light_merc_outfit,helm_spartan",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_6_helm_tactic,"merc_exo_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_6_with_better_glass_andbackpack,"light_merc_outfit,helm_spartan",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_ace_seva,"merc_ace_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_merc\stalker_merc_advanced_nbc_1,"monolith_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_advanced_nbc_2,"monolith_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_advanced_scrapper_1,"merc_sun_outfit,helm_spartan",0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_advanced_scrapper_2,"merc_sun_outfit,helm_spartan",0.45,0.8,0.15,0
actors\stalker_merc\stalker_merc_advanced_scrapper_3,"merc_sun_outfit,helm_spartan",0.45,0.8,0.15,0
actors\stalker_merc\stalker_merc_advanced_scrapper_4,"merc_sun_outfit,helm_spartan",0.45,0.8,0.15,0
actors\stalker_merc\stalker_merc_alternate_exo,"merc_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_aztec,"merc_coyote_outfit,helm_m50",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_aztec_altyn_backpack,"merc_combat_scientific_outfit,helm_metro",0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_aztec_comms,"merc_combat_scientific_outfit,helm_ranger",0.3,0.75,0.2,0
actors\stalker_merc\stalker_merc_aztec_custom,"merc_combat_scientific_outfit,helm_battle",0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_aztec_glasses,merc_combat_scientific_outfit,0.3,0.75,0.2,0
actors\stalker_merc\stalker_merc_aztec_no_mask,merc_combat_scientific_outfit,0.3,0.75,0.2,0
actors\stalker_merc\stalker_merc_aztec_no_mask_2,merc_combat_scientific_outfit,0.3,0.75,0.2,0
actors\stalker_merc\stalker_merc_aztec_tactic,"merc_combat_scientific_outfit,helm_tactic",0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_aztec_tactic_backpack,"merc_combat_scientific_outfit,helm_tactic",0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_barman,,0.3,0.75,0.25,0
actors\stalker_merc\stalker_merc_berill_2ndgen,"specops_merc_outfit,helm_tactic",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_berill_antigaz,"specops_merc_outfit,helm_tactic",0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_berill_comms,specops_merc_outfit,0.3,0.75,0.2,0
actors\stalker_merc\stalker_merc_berill_comms_2,specops_merc_outfit,0.3,0.75,0.2,0
actors\stalker_merc\stalker_merc_berill_hooded_1,specops_merc_outfit,0.3,0.75,0.2,0
actors\stalker_merc\stalker_merc_berill_m51_1,"specops_merc_outfit,helm_tactic",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_berill_m51_2,"specops_merc_outfit,helm_tactic",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_berill_mk2object,"specops_merc_outfit,helm_tactic",0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_berill_specnaz,"specops_merc_outfit,helm_tactic",0.3,0.75,0.2,0.2
actors\stalker_merc\stalker_merc_berill_specnaz_with_coat,"specops_merc_outfit,helm_tactic",0.3,0.75,0.2,0.2
actors\stalker_merc\stalker_merc_berill_ssp,"specops_merc_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_merc\stalker_merc_berill_up_ar_1,"specops_merc_outfit,helm_battle",0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_berill_up_ar_2,"specops_merc_outfit,helm_battle",0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_berill_up_ar_3,"specops_merc_outfit,helm_battle",0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_berill_up_ar_4,"specops_merc_outfit,helm_battle",0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_berill_w_skat_implants,"specops_merc_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_black,,0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_boonie_1,merc_nighthunter_outfit,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_coated_basic_seva,"merc_scientific_armored_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_coated_seva_new,"merc_scientific_armored_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_coated_seva_new_2,"merc_ace_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_commando,"merc_nighthunter_outfit,helm_hardhat",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_commando_2,"merc_scout_outfit,helm_ach7",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_commando_3,"merc_scout_outfit,helm_ach7",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_commando_4,"merc_scout_outfit,helm_ach7",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_commando_5,"merc_scout_outfit,helm_ach7",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_custom_skat_lc,"military_merc_outfit,helm_m50",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_doctor,,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_dushman,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_dynamic_lc_1,"merc_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_dynamic_lc_battle_helm_gp10,,0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_dynamic_lc_m51_1,"merc_outfit,helm_m50",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_dynamic_lc_m51_2,"merc_outfit,helm_m50",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_dynamic_lc_m51_3,"merc_outfit,helm_m50",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_dynamic_lc_m51_4,"merc_outfit,helm_m50",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_exo_elite_1,"merc_nosorog_outfit,helm_spartan",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_exo_elite_2,"merc_nosorog_outfit,helm_spartan",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_exo_proto,,0.45,0.7,0.2,0
actors\stalker_merc\stalker_merc_exo_proto_2,"merc_exolight_outfit,helm_respirator_old",0.45,0.7,0.2,0
actors\stalker_merc\stalker_merc_exo_w_dy_mask_1,"merc_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_exo_w_dy_mask_2,"merc_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_exo_w_dy_mask_3,"merc_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_exo_w_dy_mask_4,"merc_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_exo_w_dy_mask_5,"merc_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_exo_w_gp21_1,"merc_exo_outfit,helm_ranger",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_exo_w_gp21_2,"merc_exo_outfit,helm_ranger",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_exo_w_gp21_3,"merc_exo_outfit,helm_ranger",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_exolight_dy_mask_1,"merc_exolight_outfit,helm_ach7ex",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_dy_mask_2,"merc_exolight_outfit,helm_ach7ex",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_elite_1,"merc_exolight_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_exolight_gp21_1,"merc_exolight_outfit,helm_ranger",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_gp21_2,"merc_exolight_outfit,helm_ranger",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_gp7b_1,"merc_exolight_outfit,helm_m50",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_gp7b_2,"merc_exolight_outfit,helm_m50",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_gp7b_3,"merc_exolight_outfit,helm_m50",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_legend_1,"merc_exolight_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_legend_2,"merc_exolight_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exolight_sun,"merc_exolight_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exoseva,"merc_exo_outfit,helm_protective",0.15,0.7,0.55,0.15
actors\stalker_merc\stalker_merc_exoskel_with_old_sun_1object,"merc_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_exosuit_seva_1,"merc_exolight_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_merc\stalker_merc_exosuit_skat_1,"military_merc_outfit,helm_tactic",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exosuit_with_sphere12,"merc_exolight_outfit,helm_battle",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_exosuit_with_sphere12_2,"merc_exolight_outfit,helm_battle",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_merc_fstalker_ps5_1,"merc_nighthunter_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_fstalker_ps5_2,"merc_nighthunter_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_fstalker_sun_1,"merc_nighthunter_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_fstalker_sun_2,"merc_nighthunter_outfit,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_griffin,,0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_hog,"monolith_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_lc_alt_smallbckpck,"merc_wolven_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_lc_dy_mask_1,"merc_wolven_outfit,helm_m50",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_lc_dy_mask_2,"merc_wolven_outfit,helm_m50",0.5,0.8,0.15,0
