~,pda_encyclopedia_name,st_ui_dbg_spawn_type,st_upgr_cost,st_data_export_can_be_looted_by_npc
simulation_dolg_helicopter_weak,,w_base,0,N
simulation_ecolog_helicopter_strong,,w_base,0,N
simulation_ecolog_helicopter_weak,,w_base,0,N
simulation_freedom_helicopter_strong,,w_base,0,N
simulation_freedom_helicopter_weak,,w_base,0,N
simulation_greh_helicopter_strong,,w_base,0,N
simulation_greh_helicopter_weak,,w_base,0,N
simulation_helicopter_strong,,w_base,0,N
simulation_helicopter_weak,,w_base,0,N
simulation_isg_helicopter_strong,,w_base,0,N
simulation_isg_helicopter_weak,,w_base,0,N
simulation_killer_helicopter_strong,,w_base,0,N
simulation_killer_helicopter_weak,,w_base,0,N
simulation_mono_helicopter_strong,,w_base,0,N
simulation_mono_helicopter_weak,,w_base,0,N
simulation_monolith_helicopter_strong,,w_base,0,N
simulation_monolith_helicopter_weak,,w_base,0,N
simulation_renegade_helicopter_strong,,w_base,0,N
simulation_renegade_helicopter_weak,,w_base,0,N
simulation_stalker_helicopter_strong,,w_base,0,N
simulation_stalker_helicopter_weak,,w_base,0,N
solvent,st_solvent,i_repair,1754,Y
spec_alt,st_addon_scope_spec_alt,w_misc,14200,Y
special_delivery_case,special_delivery_case_name,i_quest,0,N
specops_bandit_outfit,specops_bandit_outfit_name,o_medium,35500,Y
specops_dolg_outfit,specops_dolg_outfit_name,o_medium,41500,Y
specops_merc_outfit,specops_merc_outfit_name,o_medium,42700,Y
specops_outfit,specops_outfit_name,o_medium,38500,Y
specter,st_addon_scope_specterDR,w_misc,5600,Y
sr1upgr1,st_addon_scope_sr1upgr1,w_misc,10000,Y
sr2_upkit,st_addon_scope_sr2_upkit,w_misc,14000,Y
stalker_autumn_outfit,stalker_autumn_outfit_name,o_medium,25220,Y
stalker_bear_outfit,stalker_bear_outfit_name,o_medium,29850,Y
stalker_drought_outfit,stalker_drought_outfit_name,o_medium,29770,Y
stalker_graphite_outfit,stalker_graphite_outfit_name,o_medium,22990,Y
stalker_outfit,stalker_outfit_name,o_medium,22950,Y
stalker_patch,st_stalker_fp,i_misc,650,Y
stalker_predator_outfit,stalker_predator_outfit_name,o_medium,31640,Y
stalker_proto_exo_outfit,stalker_proto_exo_outfit_name,o_heavy,72950,Y
stalker_raid_event_item,st_stalker_event_package_name,i_misc,81100,N
stalker_salamander_outfit,stalker_salamander_outfit_name,o_medium,23230,Y
stalker_tigerstripe_outfit,stalker_tigerstripe_outfit_name,o_medium,24110,Y
stationary_mgun,MountedWeapon,w_base,0,N
steel_wool,st_steel_wool,i_misc,744,Y
stimpack,st_stim_impro,i_medical,3000,Y
stimpack_army,st_stim_military,i_medical,5000,Y
stimpack_scientic,st_stim_scientic,i_medical,6000,Y
stitch_decoder,stitch_decoder_name,i_quest,0,N
strelok_notes,strelok_notes_name,i_quest,0,N
strelok_pendrive,st_strelok_pendrive_name,i_quest,0,N
sumka6_item,st_placeable_sumka6,i_tool,200,N
survival_kit,st_survival_kit,i_medical,7500,Y
susatov,st_addon_scope_susatov,w_misc,4800,Y
svoboda_exo_outfit,svoboda_exo_outfit_name,o_heavy,133300,Y
svoboda_exolight_outfit,svoboda_exolight_outfit_name,o_heavy,78350,Y
svoboda_heavy_outfit,svoboda_heavy_outfit_name,o_medium,41200,Y
svoboda_heavy_outfit_2,svoboda_heavy_outfit_2_name,o_medium,34500,Y
svoboda_light_outfit,svoboda_light_outfit_name,o_medium,37500,Y
svoboda_light_proto_exo_outfit,svoboda_light_proto_exo_outfit_name,o_heavy,87500,Y
svoboda_novice_outfit,svoboda_novice_outfit_name,o_light,6065,N
svoboda_scientific_outfit,svoboda_scientific_outfit_name,o_heavy,52870,Y
swamp,st_addon_scope_swamp,w_misc,18000,Y
swiss_knife,st_swiss,i_tool,900,Y
synthrope,st_synthrope,i_misc,780,Y
t12,st_addon_scope_t12,w_misc,20000,N
tac30,st_addon_scope_burris_tac30,w_misc,5600,N
tango6,st_tango6_scope,w_misc,6600,N
tarpaulin,st_tarpaulin,i_misc,630,Y
tch_af_ameba_mica_hud,,w_misc,1580,N
tch_af_ameba_slime_hud,,w_misc,1580,N
tch_af_ameba_slug_hud,,w_misc,1580,N
tch_af_atom_hud,,w_misc,1580,N
tch_af_ball_hud,,w_misc,1580,N
tch_af_baloon_hud,,w_misc,1580,N
tch_af_bat_hud,,w_misc,1580,N
tch_af_black_angel_hud,,w_misc,1580,N
tch_af_black_hud,,w_misc,1580,N
tch_af_black_spray_hud,,w_misc,1580,N
tch_af_blood_hud,,w_misc,1580,N
tch_af_bracelet_hud,,w_misc,1580,N
tch_af_cell_hud,,w_misc,1580,N
tch_af_chelust_hud,,w_misc,1580,N
tch_af_cocoon_hud,,w_misc,1580,N
tch_af_compass_hud,,w_misc,1580,N
tch_af_cristall_flower_hud,,w_misc,1580,N
tch_af_cristall_hud,,w_misc,1580,N
tch_af_death_lamp_hud,,w_misc,1580,N
tch_af_dragon_eye_hud,,w_misc,1580,N
tch_af_drops_hud,,w_misc,1580,N
tch_af_dummy_battery_hud,,w_misc,1580,N
tch_af_dummy_dummy_hud,,w_misc,1580,N
tch_af_dummy_glassbeads_hud,,w_misc,1580,N
tch_af_dummy_pellicle_hud,,w_misc,1580,N
tch_af_dummy_spring_hud,,w_misc,1580,N
tch_af_ear_hud,,w_misc,1580,N
tch_af_electra_flash_hud,,w_misc,1580,N
tch_af_electra_moonlight_hud,,w_misc,1580,N
tch_af_electra_sparkler_hud,,w_misc,1580,N
tch_af_elektron_hud,,w_misc,1580,N
tch_af_empty_hud,,w_misc,1580,N
tch_af_eye_hud,,w_misc,1580,N
tch_af_fire_hud,,w_misc,1580,N
tch_af_fire_loop_hud,,w_misc,1580,N
tch_af_fireball_hud,,w_misc,1580,N
tch_af_fonar_hud,,w_misc,1580,N
tch_af_fountain_hud,,w_misc,1580,N
tch_af_full_empty_hud,,w_misc,1580,N
tch_af_fuzz_kolobok_hud,,w_misc,1580,N
tch_af_generator_hud,,w_misc,1580,N
tch_af_glass_hud,,w_misc,1580,N
tch_af_gold_fish_hud,,w_misc,1580,N
tch_af_grapes_hud,,w_misc,1580,N
tch_af_gravi_hud,,w_misc,1580,N
tch_af_ice_hud,,w_misc,1580,N
tch_af_isolator_hud,,w_misc,1580,N
tch_af_itcher_hud,,w_misc,1580,N
tch_af_kislushka_hud,,w_misc,1580,N
tch_af_kogot_hud,,w_misc,1580,N
tch_af_lighthouse_hud,,w_misc,1580,N
tch_af_lobster_eyes_hud,,w_misc,1580,N
tch_af_lucifer_hud,,w_misc,1580,N
tch_af_medallion_hud,,w_misc,1580,N
tch_af_medusa_hud,,w_misc,1580,N
tch_af_mincer_meat_hud,,w_misc,1580,N
tch_af_misery_bread_hud,,w_misc,1580,N
tch_af_moh_hud,,w_misc,1580,N
tch_af_monolith_hud,,w_misc,1580,N
tch_af_night_star_hud,,w_misc,1580,N
tch_af_oasis_heart_hud,,w_misc,1580,N
tch_af_peas_hud,,w_misc,1580,N
tch_af_pin_hud,,w_misc,1580,N
tch_af_quest_b14_twisted_hud,,w_misc,1580,N
tch_af_repei_hud,,w_misc,1580,N
tch_af_ring_hud,,w_misc,1580,N
tch_af_rusty_kristall_hud,,w_misc,1580,N
tch_af_rusty_sea_hud,,w_misc,1580,N
tch_af_rusty_thorn_hud,,w_misc,1580,N
tch_af_sandstone_hud,,w_misc,1580,N
tch_af_serofim_hud,,w_misc,1580,N
tch_af_signet_hud,,w_misc,1580,N
tch_af_skull_miser_hud,,w_misc,1580,N
tch_af_soul_hud,,w_misc,1580,N
tch_af_spaika_hud,,w_misc,1580,N
tch_af_spiral_hud,,w_misc,1580,N
tch_af_sponge_hud,,w_misc,1580,N
tch_af_star_phantom_hud,,w_misc,1580,N
tch_af_sun_hud,,w_misc,1580,N
tch_af_tapeworm_hud,,w_misc,1580,N
tch_af_tlf_lost_soul_hud,,w_misc,1580,N
tch_af_tlf_prometheus_hud,,w_misc,1580,N
tch_af_vyvert_hud,,w_misc,1580,N
tch_af_zhelch_hud,,w_misc,1580,N
tch_detector,st_detector1,i_device,100,N
tch_device,,i_device,0,N
tch_fuel_1_ico,st_fuel_tier_1,i_misc,0,N
tch_fuel_2_ico,st_fuel_tier_2,i_misc,0,N
tch_helmet,st_helmet,o_helmet,1500,N
tch_junk,,i_misc,0,N
tch_jup_b1_half_artifact_hud,,w_misc,1580,N
tch_letter,st_recipe,i_letter,500,N
tch_mapkit,st_itm_mapkit,i_tool,3000,N
tch_meal_1_ico,"""tch_upgr""",i_misc,0,N
tch_meal_2_ico,"""tch_upgr""",i_misc,0,N
tch_money,st_conserva,i_tool,0,N
tch_monolith_shard_hud,,w_misc,1580,N
tch_part,st_wpn_spareparts,i_part,0,N
tch_part_con,st_wpn_spareparts,i_part,0,N
tch_quest,st_pda_name,i_quest,0,N
tch_repair,default,i_repair,1,N
tch_repair0,,i_repair,0,N
tch_upgr,,i_upgrade,0,N
tch_upgr_ico,"""tch_upgr""",i_misc,0,N
tea,st_tea,i_drink,4473,Y
test_container,st_itm_backpack_name,i_backpack,3000,Y
tetanus,st_tetanus,i_medical,1940,Y
tobacco,st_tobacco,i_drink,3268,Y
tomato,st_tomato,i_food,576,Y
toolkit_1,st_toolkit_1_name,i_quest,0,Y
toolkit_2,st_toolkit_2_name,i_quest,0,Y
toolkit_3,st_toolkit_3_name,i_quest,0,Y
toolkit_p,st_repair_kit_p,i_repair,15660,Y
toolkit_r5,st_repair_kit_r5,i_repair,20420,Y
toolkit_r7,st_repair_kit_r7,i_repair,23080,Y
toolkit_s,st_repair_kit_s,i_repair,17660,Y
travel_outfit,travel_outfit_name,o_sci,37290,Y
trenchcoat_brown_outfit,trenchcoat_brown_outfit_name,o_light,13500,Y
trenchcoat_dolg_brown_outfit,trenchcoat_dolg_brown_outfit_name,o_light,14120,Y
trenchcoat_freedom_brown_outfit,trenchcoat_freedom_brown_outfit_name,o_light,13200,Y
trenchcoat_green_outfit,trenchcoat_green_outfit_name,o_light,13770,Y
trenchcoat_outfit,trenchcoat_outfit_name,o_light,12660,Y
trihawk,st_addon_scope_trihawk_3x30,w_misc,4500,N
triji,st_addon_scope_trijicon_rmr,w_misc,14200,Y
ts12x,st_addon_scope_ts12x,w_misc,7300,N
tushonka,st_tushonka,i_food,990,Y
u2p2g0r,st_addon_scope_u2p2g0r,w_misc,17600,Y
uh1_magd,st_addon_scope_razor_mag,w_misc,6400,N
uh1_magd_flipped,st_addon_scope_razor_mag,w_misc,25280,N
uh2,st_addon_scope_razor,w_misc,2500,N
underwear,st_underwear,i_misc,390,Y
upg220,st_addon_scope_upg220,w_misc,10000,Y
upgr_o_1_armor,st_upgr_o_armor,i_upgrade,1850,Y
upgr_o_1_arty,st_upgr_o_arty,i_upgrade,3220,Y
upgr_o_1_bleed,st_upgr_o_bleed,i_upgrade,5750,Y
upgr_o_1_burn,st_upgr_o_burn,i_upgrade,1350,Y
upgr_o_1_carry,st_upgr_o_carry,i_upgrade,3750,Y
upgr_o_1_chem,st_upgr_o_chem,i_upgrade,1450,Y
upgr_o_1_damage,st_upgr_o_damage,i_upgrade,1550,Y
upgr_o_1_durability,st_upgr_o_durability,i_upgrade,1050,Y
upgr_o_1_health,st_upgr_o_health,i_upgrade,4750,Y
upgr_o_1_power,st_upgr_o_power,i_upgrade,1950,Y
upgr_o_1_psi,st_upgr_o_psi,i_upgrade,2250,Y
upgr_o_1_rad,st_upgr_o_rad,i_upgrade,1750,Y
upgr_o_1_run,st_upgr_o_run,i_upgrade,2950,Y
upgr_o_1_shock,st_upgr_o_shock,i_upgrade,1640,Y
upgr_o_1_weight,st_upgr_o_weight,i_upgrade,2150,Y
upgr_o_2_armor,st_upgr_o_armor,i_upgrade,5200,Y
upgr_o_2_arty,st_upgr_o_arty,i_upgrade,4900,Y
upgr_o_2_bleed,st_upgr_o_bleed,i_upgrade,6750,Y
upgr_o_2_burn,st_upgr_o_burn,i_upgrade,2900,Y
upgr_o_2_carry,st_upgr_o_carry,i_upgrade,5500,Y
upgr_o_2_chem,st_upgr_o_chem,i_upgrade,2500,Y
upgr_o_2_damage,st_upgr_o_damage,i_upgrade,5600,Y
upgr_o_2_durability,st_upgr_o_durability,i_upgrade,2400,Y
upgr_o_2_health,st_upgr_o_health,i_upgrade,6900,Y
upgr_o_2_power,st_upgr_o_power,i_upgrade,5300,Y
upgr_o_2_psi,st_upgr_o_psi,i_upgrade,4100,Y
upgr_o_2_rad,st_upgr_o_rad,i_upgrade,4200,Y
upgr_o_2_run,st_upgr_o_run,i_upgrade,3700,Y
upgr_o_2_shock,st_upgr_o_shock,i_upgrade,2700,Y
upgr_o_2_weight,st_upgr_o_weight,i_upgrade,3800,Y
upgr_o_3_armor,st_upgr_o_armor,i_upgrade,7500,Y
upgr_o_3_arty,st_upgr_o_arty,i_upgrade,7800,Y
upgr_o_3_bleed,st_upgr_o_bleed,i_upgrade,10500,Y
upgr_o_3_burn,st_upgr_o_burn,i_upgrade,4500,Y
upgr_o_3_carry,st_upgr_o_carry,i_upgrade,7500,Y
upgr_o_3_chem,st_upgr_o_chem,i_upgrade,5500,Y
upgr_o_3_damage,st_upgr_o_damage,i_upgrade,7500,Y
upgr_o_3_durability,st_upgr_o_durability,i_upgrade,7300,Y
upgr_o_3_health,st_upgr_o_health,i_upgrade,12100,Y
upgr_o_3_power,st_upgr_o_power,i_upgrade,7600,Y
upgr_o_3_psi,st_upgr_o_psi,i_upgrade,6500,Y
upgr_o_3_rad,st_upgr_o_rad,i_upgrade,7100,Y
upgr_o_3_run,st_upgr_o_run,i_upgrade,8100,Y
upgr_o_3_shock,st_upgr_o_shock,i_upgrade,4900,Y
upgr_o_3_weight,st_upgr_o_weight,i_upgrade,8400,Y
upgr_w_1_calibre,st_upgr_w_calibre,i_upgrade,4750,Y
upgr_w_1_dispersion,st_upgr_w_dispersion,i_upgrade,2650,Y
upgr_w_1_firemode,st_upgr_w_firemode,i_upgrade,3550,Y
upgr_w_1_grenade_mount,st_upgr_w_grenade_mount,i_upgrade,3950,Y
upgr_w_1_inertion,st_upgr_w_inertion,i_upgrade,2350,Y
upgr_w_1_magazine,st_upgr_w_magazine,i_upgrade,4150,Y
upgr_w_1_muffle,st_upgr_w_muffle,i_upgrade,2750,Y
upgr_w_1_recoil,st_upgr_w_recoil,i_upgrade,1050,Y
upgr_w_1_reliability,st_upgr_w_reliability,i_upgrade,2350,Y
upgr_w_1_rpm,st_upgr_w_rpm,i_upgrade,2750,Y
upgr_w_1_scope,st_upgr_w_scope,i_upgrade,3650,Y
upgr_w_1_scope_mount,st_upgr_w_scope_mount,i_upgrade,1850,Y
upgr_w_1_speed,st_upgr_w_speed,i_upgrade,1950,Y
upgr_w_1_weight,st_upgr_w_weight,i_upgrade,2150,Y
upgr_w_2_calibre,st_upgr_w_calibre,i_upgrade,7200,Y
upgr_w_2_dispersion,st_upgr_w_dispersion,i_upgrade,5100,Y
upgr_w_2_firemode,st_upgr_w_firemode,i_upgrade,4000,Y
upgr_w_2_grenade_mount,st_upgr_w_grenade_mount,i_upgrade,6000,Y
upgr_w_2_inertion,st_upgr_w_inertion,i_upgrade,5300,Y
upgr_w_2_magazine,st_upgr_w_magazine,i_upgrade,7000,Y
upgr_w_2_muffle,st_upgr_w_muffle,i_upgrade,4100,Y
upgr_w_2_recoil,st_upgr_w_recoil,i_upgrade,4400,Y
upgr_w_2_reliability,st_upgr_w_reliability,i_upgrade,3900,Y
upgr_w_2_rpm,st_upgr_w_rpm,i_upgrade,4200,Y
upgr_w_2_scope,st_upgr_w_scope,i_upgrade,6700,Y
upgr_w_2_scope_mount,st_upgr_w_scope_mount,i_upgrade,3800,Y
upgr_w_2_speed,st_upgr_w_speed,i_upgrade,3400,Y
upgr_w_2_weight,st_upgr_w_weight,i_upgrade,3900,Y
upgr_w_3_calibre,st_upgr_w_calibre,i_upgrade,10500,Y
upgr_w_3_dispersion,st_upgr_w_dispersion,i_upgrade,6900,Y
upgr_w_3_firemode,st_upgr_w_firemode,i_upgrade,8100,Y
upgr_w_3_grenade_mount,st_upgr_w_grenade_mount,i_upgrade,7900,Y
upgr_w_3_inertion,st_upgr_w_inertion,i_upgrade,7500,Y
upgr_w_3_magazine,st_upgr_w_magazine,i_upgrade,8500,Y
upgr_w_3_muffle,st_upgr_w_muffle,i_upgrade,6500,Y
upgr_w_3_recoil,st_upgr_w_recoil,i_upgrade,5400,Y
upgr_w_3_reliability,st_upgr_w_reliability,i_upgrade,6500,Y
upgr_w_3_rpm,st_upgr_w_rpm,i_upgrade,7100,Y
upgr_w_3_scope,st_upgr_w_scope,i_upgrade,9500,Y
upgr_w_3_scope_mount,st_upgr_w_scope_mount,i_upgrade,7200,Y
upgr_w_3_speed,st_upgr_w_speed,i_upgrade,6700,Y
upgr_w_3_weight,st_upgr_w_weight,i_upgrade,7300,Y
uptacppsh,st_addon_scope_uptacppsh,w_misc,10000,Y
usp1,st_addon_scope_usp1,w_misc,4800,Y
vodka,st_vodka,i_drink,946,Y
vodka2,st_vodka2,i_drink,1516,Y
vodka_quality,st_vodka_quality,i_drink,2663,Y
vodka_script,st_vodka,i_drink,946,N
vodnik_notes,vodnik_notes_name,i_quest,1000,N
vudu,st_vudu_scope,w_misc,6600,N
vulcan,st_addon_scope_vulcan,w_misc,5200,N
walkie,st_walkie,i_misc,630,Y
warlab_main_poltergeist_1,,SM_PYRO_G,0,N
warlab_main_poltergeist_2,,SM_POLTER_G,0,N
warlab_poltergeist_1,,SM_PYRO_G,0,N
warlab_poltergeist_2,,SM_PYRO_G,0,N
warlab_poltergeist_3,,SM_PYRO_G,0,N
warlab_poltergeist_4,,SM_PYRO_G,0,N
wastelander_outfit,wastelander_outfit_name,o_sci,86350,Y
water_drink,st_water_drink,i_drink,613,Y
weapon_rack_item,st_placeable_weapon_rack,i_tool,160,N
welding_goggles,st_welding_goggles,i_misc,440,Y
wires,st_accessories_wires,i_part,3400,N
workshop_item,st_placeable_workshop,i_tool,7500,N
wpn_9a91,st_wpn_9a91,w_rifle,40860,Y
wpn_9a91_1p29,st_wpn_9a91,w_rifle,40860,Y
wpn_9a91_kobra,st_wpn_9a91,w_rifle,40860,Y
wpn_9a91_ps01,st_wpn_9a91,w_rifle,40860,Y
wpn_9a91_pso1m21,st_wpn_9a91,w_rifle,40860,Y
wpn_abakan,st_wpn_abakan,w_rifle,35850,Y
wpn_abakan_1p29,st_wpn_abakan,w_rifle,35850,Y
wpn_abakan_camo,st_wpn_abakan_camo,w_rifle,40860,Y
wpn_abakan_camo_1p29,st_wpn_abakan_camo,w_rifle,40860,Y
wpn_abakan_camo_kobra,st_wpn_abakan_camo,w_rifle,40860,Y
wpn_abakan_camo_ps01,st_wpn_abakan_camo,w_rifle,40860,Y
wpn_abakan_kobra,st_wpn_abakan,w_rifle,35850,Y
wpn_abakan_n,st_wpn_abakan_n,w_rifle,37850,Y
wpn_abakan_n_1p29,st_wpn_abakan_n,w_rifle,37850,N
wpn_abakan_n_1p76,st_wpn_abakan_n,w_rifle,37850,N
wpn_abakan_n_1p78gs,st_wpn_abakan_n,w_rifle,37850,N
wpn_abakan_n_1pn93,st_wpn_abakan_n,w_rifle,37850,N
wpn_abakan_n_1pn93n2_1gs,st_wpn_abakan_n,w_rifle,37850,N
wpn_abakan_n_ekp8_02,st_wpn_abakan_n,w_rifle,37850,N
wpn_abakan_n_kobra,st_wpn_abakan_n,w_rifle,37850,N
wpn_abakan_n_okp,st_wpn_abakan_n,w_rifle,37850,N
wpn_abakan_n_pka,st_wpn_abakan_n,w_rifle,37850,N
wpn_abakan_n_pso2,st_wpn_abakan_n,w_rifle,37850,N
wpn_abakan_n_usp1,st_wpn_abakan_n,w_rifle,37850,N
wpn_abakan_ps01,st_wpn_abakan,w_rifle,35850,Y
wpn_ace21,st_wpn_ace21,w_rifle,35580,Y
wpn_ace21_ac10632,st_wpn_ace21,w_rifle,35580,Y
wpn_ace21_acog,st_wpn_ace21,w_rifle,35580,Y
wpn_ace21_eot,st_wpn_ace21,w_rifle,35580,Y
wpn_adar2_15,st_wpn_adar2_15,w_rifle,19600,Y
wpn_adar2_15_ac10632,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_acog,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_aimpoint,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_c-more,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_compm4s,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_e0t2,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_ekp8_18,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_eot,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_kemper,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_leupold,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_marchf,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_mark8_rmr,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_mepro,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_pn23,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_point_aimpro,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_spec_alt,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_specter,st_wpn_adar2_15,w_rifle,19600,N
wpn_adar2_15_triji,st_wpn_adar2_15,w_rifle,19600,N
wpn_addon_grenade_launcher,st_grenade_launcher,w_misc,13200,Y
wpn_addon_grenade_launcher_l85,st_grenade_launcher_l85,w_misc,10200,N
wpn_addon_grenade_launcher_m203,st_grenade_launcher_m203,w_misc,13200,Y
wpn_addon_grenade_launcher_monolit,st_grenade_launcher_monolit,w_misc,30500,N
wpn_addon_grenade_launcher_scar,st_grenade_launcher_scar,w_misc,12200,N
wpn_addon_scope,st_addon_scope,w_misc,4800,Y
wpn_addon_scope_g43,st_addon_scope_zf4,w_misc,1590,Y
wpn_addon_scope_galil,st_addon_scope_galil,w_misc,3500,Y
wpn_addon_scope_mosin,st_addon_scope_pu,w_misc,1250,Y
wpn_addon_scope_po4x34,st_addon_scope_po4x34,w_misc,1980,Y
wpn_addon_scope_pu,st_addon_scope_pu,w_misc,1250,Y
wpn_addon_scope_susat,st_addon_scope_galil_susat,w_misc,2560,Y
wpn_addon_scope_zf4,st_addon_scope_zf4,w_misc,1590,Y
wpn_addon_silencer,st_addon_silencer,w_misc,400,Y
wpn_aek,st_wpn_aek971,w_rifle,42950,Y
wpn_aek_1p29,st_wpn_aek971,w_rifle,42950,Y
wpn_aek_camo,st_wpn_aek971_camo,w_rifle,45760,Y
wpn_aek_camo_1p29,st_wpn_aek971_camo,w_rifle,45760,Y
wpn_aek_camo_kobra,st_wpn_aek971_camo,w_rifle,45760,Y
wpn_aek_camo_ps01,st_wpn_aek971_camo,w_rifle,45760,Y
wpn_aek_duty,st_wpn_aek973,w_rifle,51580,Y
wpn_aek_duty_1p29,st_wpn_aek973,w_rifle,51580,Y
wpn_aek_duty_kobra,st_wpn_aek973,w_rifle,51580,Y
wpn_aek_duty_ps01,st_wpn_aek973,w_rifle,51580,Y
wpn_aek_kobra,st_wpn_aek971,w_rifle,42950,Y
wpn_aek_ps01,st_wpn_aek971,w_rifle,42950,Y
wpn_ak,st_wpn_ak,w_rifle,22650,Y
wpn_ak101,st_wpn_ak101,w_rifle,33850,Y
wpn_ak101_1p29,st_wpn_ak101,w_rifle,33850,Y
wpn_ak101_ac10632,st_wpn_ak101,w_rifle,33850,Y
wpn_ak101_acog,st_wpn_ak101,w_rifle,33850,Y
wpn_ak101_camo,st_wpn_ak101_camo,w_rifle,38380,Y
wpn_ak101_camo_1p29,st_wpn_ak101_camo,w_rifle,38380,Y
wpn_ak101_camo_ac10632,st_wpn_ak101_camo,w_rifle,38380,Y
wpn_ak101_camo_acog,st_wpn_ak101_camo,w_rifle,38380,Y
wpn_ak101_camo_eot,st_wpn_ak101_camo,w_rifle,38380,Y
wpn_ak101_camo_kobra,st_wpn_ak101_camo,w_rifle,38380,Y
wpn_ak101_camo_ps01,st_wpn_ak101_camo,w_rifle,38380,Y
wpn_ak101_eot,st_wpn_ak101,w_rifle,33850,Y
wpn_ak101_kobra,st_wpn_ak101,w_rifle,33850,Y
wpn_ak101_ps01,st_wpn_ak101,w_rifle,33850,Y
wpn_ak102,st_wpn_ak102,w_rifle,26690,Y
wpn_ak102_1p29,st_wpn_ak102,w_rifle,26690,Y
wpn_ak102_ac10632,st_wpn_ak102,w_rifle,26690,Y
wpn_ak102_acog,st_wpn_ak102,w_rifle,26690,Y
wpn_ak102_eot,st_wpn_ak102,w_rifle,26690,Y
wpn_ak102_kobra,st_wpn_ak102,w_rifle,26690,Y
wpn_ak102_ps01,st_wpn_ak102,w_rifle,26690,Y
wpn_ak103,st_wpn_ak103,w_rifle,33860,Y
wpn_ak103_1p29,st_wpn_ak103,w_rifle,33860,Y
wpn_ak103_camo,st_wpn_ak103_camo,w_rifle,38980,Y
wpn_ak103_camo_1p29,st_wpn_ak103_camo,w_rifle,38980,Y
wpn_ak103_camo_kobra,st_wpn_ak103_camo,w_rifle,38980,Y
wpn_ak103_camo_ps01,st_wpn_ak103_camo,w_rifle,38980,Y
wpn_ak103_kobra,st_wpn_ak103,w_rifle,33860,Y
wpn_ak103_ps01,st_wpn_ak103,w_rifle,33860,Y
wpn_ak104,st_wpn_ak104,w_rifle,26550,Y
wpn_ak104_1p29,st_wpn_ak104,w_rifle,26550,Y
wpn_ak104_alfa,st_wpn_ak104_alfa,w_rifle,46550,Y
wpn_ak104_alfa_0kp2,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_ac10632,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_acog,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_aim_low,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_aimpoint,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_c-more,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_compm4s,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_d0cter,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_deltapoint,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_e0t2,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_ekp8_18,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_eot,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_kemper,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_leupold,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_marchf,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_mark8_rmr,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_mepro,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_pn23,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_point_aimpro,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_rakurs,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_rmr,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_spec_alt,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_specter,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_alfa_triji,st_wpn_ak104_alfa,w_rifle,46550,N
wpn_ak104_kobra,st_wpn_ak104,w_rifle,26550,Y
wpn_ak104_ps01,st_wpn_ak104,w_rifle,26550,Y
