~,st_ui_dbg_spawn_type,pda_encyclopedia_name,army,bandit,csky,dolg,ecolog,freedom,greh,isg,killer,monolith,renegade,stalker,zombied
wpn_remington700_bas,st_data_export_weapon_kind_sniper,st_wpn_remington700_bas,,,,,,,,,,,,st_rank_expert,
wpn_k98_mod,st_data_export_weapon_kind_sniper,st_wpn_k98_mod,,,,,,,,,,,,st_rank_expert,
wpn_fal_aus,st_data_export_weapon_kind_rifle,st_wpn_fal_aus,,,"st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_veteran","st_rank_experienced, st_rank_professional","st_rank_trainee, st_rank_experienced, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_master, st_rank_legend","st_rank_experienced, st_rank_veteran",
wpn_shak12,st_data_export_weapon_kind_rifle,st_wpn_shak12,,,,,,,,,,st_rank_legend,,,
wpn_fnx45,st_data_export_weapon_kind_pistol,st_wpn_fnx45,,,,,,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,,
wpn_mp7,st_data_export_weapon_kind_smg,st_wpn_mp7,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,,,,st_rank_blackops,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,
wpn_sig220_n,st_data_export_weapon_kind_pistol,st_wpn_sig220_n,,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_master","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_rg6, st_rank_gauss, st_rank_sniper","st_rank_veteran, st_rank_expert","st_rank_professional, st_rank_veteran, st_rank_master, st_rank_legend",
wpn_aks,st_data_export_weapon_kind_rifle,st_wpn_aks,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",st_rank_professional,,,,,"st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,
wpn_akm_alfa,st_data_export_weapon_kind_rifle,st_wpn_akm_alfa,,,,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,,
grenade_gd-05,st_data_export_weapon_kind_explosive,st_grenade_thermite,,,,,,,,,,"st_rank_veteran, st_rank_expert",,,
wpn_l96a1,st_data_export_weapon_kind_sniper,st_wpn_l96a1,,,,,,,,,,"st_rank_sniper, st_rank_rg6",,,
wpn_sig220_custom,st_data_export_weapon_kind_pistol,st_wpn_sig220_custom,,,,,,,,st_rank_blackops,,,,,
wpn_m4,st_data_export_weapon_kind_rifle,st_wpn_m4,,,,,,,,st_rank_blackops,,,,,
wpn_colt1911_alt,st_data_export_weapon_kind_pistol,st_wpn_colt1911_alt,,,"st_rank_master, st_rank_legend",,,,,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_rg6, st_rank_sniper, st_rank_gauss",,"st_rank_expert, st_rank_master, st_rank_legend",
wpn_saiga12s,st_data_export_weapon_kind_shotgun,st_wpn_saiga12s,st_rank_ssu,,,,,,,,,,,,
wpn_groza_nimble,st_data_export_weapon_kind_rifle,st_wpn_groza_nimble,st_rank_ssu,,,,,,,,,,,,
wpn_mp5sd_custom,st_data_export_weapon_kind_smg,st_wpn_mp5sd_custom,,,,,,,st_rank_master,,"st_rank_master, st_rank_legend",st_rank_master,,,
wpn_svu_alt,st_data_export_weapon_kind_sniper,st_wpn_svu_alt,st_rank_sniper,,,,,,,,,"st_rank_sniper, st_rank_rg6",,,
wpn_kiparis_s,st_data_export_weapon_kind_smg,st_wpn_kiparis_s,,"st_rank_novice, st_rank_trainee",st_rank_trainee,"st_rank_novice, st_rank_trainee",,,st_rank_novice,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced",st_rank_any
wpn_svd_custom,st_data_export_weapon_kind_sniper,st_wpn_svd_custom,st_rank_sniper,,,,,,,,,"st_rank_sniper, st_rank_rg6",,,
wpn_dvl10,st_data_export_weapon_kind_sniper,st_wpn_dvl10,,,,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,,
wpn_toz34_decor,st_data_export_weapon_kind_shotgun,st_wpn_toz34_decor,,,"st_rank_master, st_rank_legend",,,,,,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_beretta,st_data_export_weapon_kind_pistol,st_wpn_beretta,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_master","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_rg6, st_rank_gauss, st_rank_sniper","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_any, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_vz61_scorpion_m2,st_data_export_weapon_kind_smg,st_wpn_vz61_scorpion_m2,,"st_rank_master, st_rank_legend",,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,,,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert",,
wpn_sig226,st_data_export_weapon_kind_pistol,st_wpn_sig226,,,,,,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_ak12_mono_com,st_data_export_weapon_kind_rifle,st_wpn_ak12_mono_com,,,,,,,st_rank_legend,,,st_rank_legend,,,
wpn_ak74u_m1_isg,st_data_export_weapon_kind_rifle,st_wpn_ak74u_m1_isg,,,,,,,,"st_rank_veteran, st_rank_expert",,,,,
wpn_remington870,st_data_export_weapon_kind_shotgun,st_wpn_remington870,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_veteran, st_rank_expert",,,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_professional, st_rank_master, st_rank_legend",
wpn_l85_m1,st_data_export_weapon_kind_rifle,st_wpn_l85_m1,,,,,"st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,st_rank_veteran,
wpn_ump45_custom,st_data_export_weapon_kind_smg,st_wpn_ump45_custom,,,,,,,st_rank_master,,"st_rank_master, st_rank_legend",st_rank_master,,,
wpn_mp133_bas,st_data_export_weapon_kind_shotgun,st_wpn_mp133_bas,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_veteran, st_rank_expert",,,,,"st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_master, st_rank_legend",st_rank_any
wpn_fal_sa58_osw,st_data_export_weapon_kind_rifle,st_wpn_fal_sa58_osw,,,"st_rank_master, st_rank_legend",,"st_rank_professional, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_legend",,"st_rank_master, st_rank_legend",
wpn_rpg7,st_data_export_weapon_kind_explosive,st_wpn_rpg7,,"st_rank_master, st_rank_legend",,,,,,,,,"st_rank_master, st_rank_legend",,
wpn_ak104,st_data_export_weapon_kind_rifle,st_wpn_ak104,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_professional,,"st_rank_experienced, st_rank_professional",,"st_rank_veteran, st_rank_expert",,,"st_rank_master, st_rank_legend",
wpn_ak74m_beard,st_data_export_weapon_kind_rifle,st_wpn_ak74m_beard,,,,"st_rank_veteran, st_rank_expert",,,,,,,,"st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_ace21,st_data_export_weapon_kind_rifle,st_wpn_ace21,,,,,,,st_rank_master,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_colt1911_n,st_data_export_weapon_kind_pistol,st_wpn_colt1911_n,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_rg6, st_rank_sniper, st_rank_gauss","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_any
wpn_tt33_modern,st_data_export_weapon_kind_pistol,st_wpn_tt33_modern,,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",,,st_rank_trainee,,,,,"st_rank_expert, st_rank_master, st_rank_legend",
wpn_sig552_isg_siber,st_data_export_weapon_kind_rifle,st_wpn_sig552_isg_siber,,,,,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,
wpn_vityaz,st_data_export_weapon_kind_smg,st_wpn_vityaz,st_rank_ssu,,,,st_rank_expert,,st_rank_master,,"st_rank_master, st_rank_legend",st_rank_master,,"st_rank_master, st_rank_legend",
wpn_l85_m3,st_data_export_weapon_kind_rifle,st_wpn_l85_m3,,,,,,,st_rank_master,,"st_rank_master, st_rank_legend",st_rank_master,,,
wpn_k98,st_data_export_weapon_kind_sniper,st_wpn_k98,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,,,"st_rank_master, st_rank_legend",st_rank_expert,
wpn_fn2000_custom,st_data_export_weapon_kind_rifle,st_wpn_fn2000_custom,,,,,,,,,,st_rank_master,,,
wpn_fnx45_custom,st_data_export_weapon_kind_pistol,st_wpn_fnx45_custom,,,,,,,"st_rank_master, st_rank_legend",,,st_rank_legend,,,
wpn_ak5c_isg,st_data_export_weapon_kind_rifle,st_wpn_ak5c_isg,,,,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,,
wpn_g28,st_data_export_weapon_kind_sniper,st_wpn_g28,,,,,,,,,"st_rank_master, st_rank_legend",,,,
wpn_protecta,st_data_export_weapon_kind_shotgun,st_wpn_protecta,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_any
wpn_vihr,st_data_export_weapon_kind_rifle,st_wpn_vihr,st_rank_ssu,,,,,,"st_rank_veteran, st_rank_expert, st_rank_master","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",st_rank_master,,,
wpn_g36,st_data_export_weapon_kind_rifle,st_wpn_g36,,,,,,,"st_rank_experienced, st_rank_professional, st_rank_master",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master",,,
wpn_mp5sd_new,st_data_export_weapon_kind_smg,st_wpn_mp5sd_new,,,,,,"st_rank_master, st_rank_legend",,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",,,
wpn_mp153_bas,st_data_export_weapon_kind_shotgun,st_wpn_mp153_bas,,,st_rank_novice,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",,,st_rank_master,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_master",,,
wpn_usp_match,st_data_export_weapon_kind_pistol,st_wpn_usp_match,,,,,,,"st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,
wpn_ak74u_old,st_data_export_weapon_kind_rifle,st_wpn_ak74u_old,"st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,,,,,"st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_veteran",st_rank_any
wpn_walther_custom,st_data_export_weapon_kind_pistol,st_wpn_walther_custom,,,,,,,,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_rg6, st_rank_sniper, st_rank_gauss",,,
wpn_rpd,st_data_export_weapon_kind_rifle,st_wpn_rpd,,"st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,,,"st_rank_experienced, st_rank_professional","st_rank_master, st_rank_legend",,
wpn_protecta_custom,st_data_export_weapon_kind_shotgun,st_wpn_protecta_custom,,,,,st_rank_expert,,st_rank_master,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,"st_rank_master, st_rank_legend",
wpn_hpsa,st_data_export_weapon_kind_pistol,st_wpn_hpsa,,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_master,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_rg6, st_rank_sniper, st_rank_gauss","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_any, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_val_tac,st_data_export_weapon_kind_rifle,st_wpn_val_tac,"st_rank_veteran, st_rank_expert",,"st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master",,"st_rank_expert, st_rank_master, st_rank_legend",
wpn_aks74,st_data_export_weapon_kind_rifle,st_wpn_aks74,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee",,"st_rank_trainee, st_rank_experienced",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_any, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_pkp_siber,st_data_export_weapon_kind_rifle,st_wpn_pkp_siber,"st_rank_veteran, st_rank_expert",,,"st_rank_master, st_rank_legend",,,st_rank_master,,"st_rank_master, st_rank_legend",st_rank_master,,,
wpn_ak12_m1,st_data_export_weapon_kind_rifle,st_wpn_ak12_m1,"st_rank_experienced, st_rank_professional",,,"st_rank_experienced, st_rank_professional",,,,,,,,,
wpn_beretta_alt,st_data_export_weapon_kind_pistol,st_wpn_beretta_alt,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert",,"st_rank_master, st_rank_legend","st_rank_expert, st_rank_master, st_rank_legend",
grenade_rgd5,st_data_export_weapon_kind_explosive,st_grenade_rgd5,,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert",
wpn_bm16,st_data_export_weapon_kind_shotgun,st_wpn_bm16,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee",,,st_rank_novice,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_hpsa_alt,st_data_export_weapon_kind_pistol,st_wpn_hpsa_alt,,,"st_rank_master, st_rank_legend",,st_rank_experienced,"st_rank_master, st_rank_legend",st_rank_master,"st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_rg6, st_rank_sniper, st_rank_gauss",,"st_rank_master, st_rank_legend",
wpn_pl15_tan,st_data_export_weapon_kind_pistol,st_wpn_pl15,"st_rank_veteran, st_rank_expert",,,"st_rank_master, st_rank_legend",,,,,,,,,
wpn_pm_bas,st_data_export_weapon_kind_pistol,st_wpn_pm_bas,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_sniper","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee",,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",st_rank_any
wpn_pkm_siber,st_data_export_weapon_kind_rifle,st_wpn_pkm_siber,"st_rank_master, st_rank_legend",,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,st_rank_master,,,st_rank_master,,"st_rank_master, st_rank_legend",
wpn_pb_bas,st_data_export_weapon_kind_pistol,st_wpn_pb_bas,,"st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_any
wpn_ak12_bas,st_data_export_weapon_kind_rifle,st_wpn_ak12_bas,,,,,,,st_rank_master,,"st_rank_master, st_rank_legend",st_rank_master,,,
wpn_ak105_bas,st_data_export_weapon_kind_rifle,st_wpn_ak105_bas,"st_rank_experienced, st_rank_professional","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_professional, st_rank_expert",,"st_rank_experienced, st_rank_professional",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_sks_molot,st_data_export_weapon_kind_sniper,st_wpn_sks_molot,,"st_rank_novice, st_rank_trainee, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_expert","st_rank_professional, st_rank_expert",,,,,,"st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_veteran, st_rank_master, st_rank_legend",st_rank_any
wpn_ak74_modern,st_data_export_weapon_kind_rifle,st_wpn_ak74_modern,,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",st_rank_expert,,,,"st_rank_veteran, st_rank_expert",,,,
wpn_fort,st_data_export_weapon_kind_pistol,st_wpn_fort,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_sniper","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_ak74m_camo,st_data_export_weapon_kind_rifle,st_wpn_ak74m_camo,,,,"st_rank_master, st_rank_legend",,,st_rank_professional,,,,,"st_rank_master, st_rank_legend",
wpn_lr300_camo,st_data_export_weapon_kind_rifle,st_wpn_lr300_camo,,,,,,"st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend",,,,
