~,st_class,st_ui_dbg_spawn_type,pda_encyclopedia_name,st_data_export_description,st_prop_weight,st_upgr_cost,st_data_export_max_uses
wpn_am17_ac10632,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,3.21,70000,
wpn_am17_acog,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,3.45,70000,
wpn_am17_aim_low,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,3.21,70000,
wpn_am17_aimpoint,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,3.23,70000,
wpn_am17_c-more,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,3.40,70000,
wpn_am17_compm4s,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,3.48,70000,
wpn_am17_deltapoint,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,2.54,70000,
wpn_am17_e0t2,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,3.33,70000,
wpn_am17_ekp8_18,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,3.37,70000,
wpn_am17_eot,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,3.40,70000,
wpn_am17_kemper,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,2.77,70000,
wpn_am17_leupold,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,3.78,70000,
wpn_am17_mark8_rmr,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,3.85,70000,
wpn_am17_mepro,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,3.47,70000,
wpn_am17_point_aimpro,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,3.43,70000,
wpn_am17_rmr,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,2.53,70000,
wpn_am17_spec_alt,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,3.85,70000,
wpn_am17_specter,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,3.77,70000,
wpn_am17_triji,WP_AK74,w_rifle,st_wpn_am17,st_wpn_am17_descr,3.52,70000,
wpn_amb17,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_amb17_ac10632,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.21,90580,
wpn_amb17_acog,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.45,90580,
wpn_amb17_ado,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_amb17_aim_acro,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_amb17_aim_low,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.21,90580,
wpn_amb17_aimpoint,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.23,90580,
wpn_amb17_c-more,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.40,90580,
wpn_amb17_c79,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_amb17_compm4s,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.48,90580,
wpn_amb17_cortex,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_amb17_deltapoint,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,2.54,90580,
wpn_amb17_e0t2,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.33,90580,
wpn_amb17_e0t2_magd,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_amb17_e0t2_magd_off,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_amb17_echo1,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_amb17_ekp8_18,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.37,90580,
wpn_amb17_eot,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.40,90580,
wpn_amb17_gauss_sight,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_amb17_gee36,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.30,90580,
wpn_amb17_hco,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_amb17_kemper,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,2.77,90580,
wpn_amb17_leupold,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.78,90580,
wpn_amb17_mark8_rmr,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.85,90580,
wpn_amb17_mepro,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.47,90580,
wpn_amb17_pk6,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_amb17_point_aimpro,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.43,90580,
wpn_amb17_razorhd,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_amb17_rmr,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,2.53,90580,
wpn_amb17_romeo8,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_amb17_spec_alt,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.85,90580,
wpn_amb17_specter,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.77,90580,
wpn_amb17_t12,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_amb17_triji,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.52,90580,
wpn_amb17_uh1_magd,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_amb17_uh1_magd_off,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_amb17_uh2,WP_AK74,w_rifle,st_wpn_amb17,st_wpn_amb17_descr,3.00,90580,
wpn_aps,WP_PM,w_pistol,st_wpn_aps,st_wpn_aps_descr,1.02,9380,
wpn_aps_bas,WP_PM,w_pistol,st_wpn_aps_bas,st_wpn_aps_bas_descr,1.02,9380,
wpn_aps_bas_apsabigo,WP_PM,w_pistol,st_wpn_aps_bas_apsabigo,st_wpn_aps_bas_apsabigo_descr,0.99,9380,
wpn_ar15_freedom,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.15,140820,
wpn_ar15_freedom_0kp2,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.35,140820,
wpn_ar15_freedom_ac10632,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.27,140820,
wpn_ar15_freedom_acog,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.50,140820,
wpn_ar15_freedom_aimpoint,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.28,140820,
wpn_ar15_freedom_c-more,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.45,140820,
wpn_ar15_freedom_compm4s,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.53,140820,
wpn_ar15_freedom_e0t2,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.38,140820,
wpn_ar15_freedom_ekp8_18,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.42,140820,
wpn_ar15_freedom_eot,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.45,140820,
wpn_ar15_freedom_gauss_sight,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,4.55,140820,
wpn_ar15_freedom_kemper,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.42,140820,
wpn_ar15_freedom_leupold,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.83,140820,
wpn_ar15_freedom_marchf,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.79,140820,
wpn_ar15_freedom_mepro,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.52,140820,
wpn_ar15_freedom_pn23,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.80,140820,
wpn_ar15_freedom_point_aimpro,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.48,140820,
wpn_ar15_freedom_specter,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.82,140820,
wpn_ar15_freedom_susat,WP_AK74,w_rifle,st_wpn_ar15_freedom,st_wpn_ar15_freedom_descr,3.57,140820,
wpn_ash12,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.50,56890,
wpn_ash12_0kp2,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.50,56890,
wpn_ash12_1p87,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.50,56890,
wpn_ash12_ac10632,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.50,56890,
wpn_ash12_acog,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.60,56890,
wpn_ash12_aimpoint,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.50,56890,
wpn_ash12_c-more,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.50,56890,
wpn_ash12_compm4s,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.50,56890,
wpn_ash12_cortex,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.70,56890,
wpn_ash12_e0t2,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.50,56890,
wpn_ash12_ekp8_18,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.50,56890,
wpn_ash12_eot,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.50,56890,
wpn_ash12_gauss_sight,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,5.30,56890,
wpn_ash12_gee36,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.80,56890,
wpn_ash12_he510,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.50,56890,
wpn_ash12_kobra,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.50,56890,
wpn_ash12_leupold,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.80,56890,
wpn_ash12_mark8_rmr,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.85,56890,
wpn_ash12_p1x42,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.50,56890,
wpn_ash12_ps320,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.75,56890,
wpn_ash12_rmr,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.50,56890,
wpn_ash12_romeo4,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.50,56890,
wpn_ash12_spec_alt,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.75,56890,
wpn_ash12_specter,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.70,56890,
wpn_ash12_sup,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.50,56890,
wpn_ash12_sup_gauss_sight,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,5.35,56890,
wpn_ash12_t12,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.25,56890,
wpn_ash12_triji,WP_AK74,w_rifle,st_wpn_ash12,st_wpn_ash12_descr,4.65,56890,
wpn_aug,WP_LR300,w_rifle,st_wpn_aug_a1,st_wpn_aug_a1_descr,3.30,40680,
wpn_aug_a1_bas,WP_AK74,w_rifle,st_wpn_aug_a1_bas,st_wpn_aug_a1_bas_descr,3.60,33600,
wpn_aug_a1_custom_bas,WP_AK74,w_rifle,st_wpn_aug_a1_custom_bas,st_wpn_aug_a1_custom_bas_descr,3.20,43600,
wpn_aug_a3,WP_AK74,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,3.90,43600,
wpn_aug_a3_ac10632,WP_AK74,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,4.00,43600,
wpn_aug_a3_acog,WP_AK74,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,4.25,43600,
wpn_aug_a3_bas,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.90,53600,
wpn_aug_a3_bas_0kp2,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.40,53600,
wpn_aug_a3_bas_ac10632,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.21,53600,
wpn_aug_a3_bas_acog,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.55,53600,
wpn_aug_a3_bas_aimpoint,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.33,53600,
wpn_aug_a3_bas_c-more,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.50,53600,
wpn_aug_a3_bas_compm4s,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.58,53600,
wpn_aug_a3_bas_e0t2,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.43,53600,
wpn_aug_a3_bas_ekp8_18,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.47,53600,
wpn_aug_a3_bas_eot,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.50,53600,
wpn_aug_a3_bas_gauss_sight,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,4.60,53600,
wpn_aug_a3_bas_kemper,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.47,53600,
wpn_aug_a3_bas_leupold,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.88,53600,
wpn_aug_a3_bas_marchf,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.84,53600,
wpn_aug_a3_bas_mark8_rmr,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.96,53600,
wpn_aug_a3_bas_mepro,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.57,53600,
wpn_aug_a3_bas_pn23,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.85,53600,
wpn_aug_a3_bas_point_aimpro,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.53,53600,
wpn_aug_a3_bas_rakurs,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.70,53600,
wpn_aug_a3_bas_specter,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.87,53600,
wpn_aug_a3_bas_susat,WP_AK74,w_rifle,st_wpn_aug_a3_bas,st_wpn_aug_a3_bas_descr,3.62,53600,
wpn_aug_a3_c-more,WP_AK74,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,4.20,43600,
wpn_aug_a3_custom_bas,WP_AK74,w_rifle,st_wpn_aug_a3_custom_bas,st_wpn_aug_a3_custom_bas_descr,4.50,73600,
wpn_aug_a3_custom_bas_off,WP_AK74,w_rifle,st_wpn_aug_a3_custom_bas,st_wpn_aug_a3_custom_bas_descr,4.50,73600,
wpn_aug_a3_custom_bas_uh2,WP_AK74,w_rifle,st_wpn_aug_a3_custom_bas,st_wpn_aug_a3_custom_bas_descr,4.50,73600,
wpn_aug_a3_eot,WP_AK74,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,4.20,43600,
wpn_aug_custom,WP_LR300,w_rifle,st_wpn_aug_a2,st_wpn_aug_a2_descr,3.30,42580,
wpn_aug_custom_ac10632,WP_LR300,w_rifle,st_wpn_aug_a2,st_wpn_aug_a2_descr,3.21,42580,
wpn_aug_custom_acog,WP_LR300,w_rifle,st_wpn_aug_a2,st_wpn_aug_a2_descr,3.46,42580,
wpn_aug_custom_c-more,WP_LR300,w_rifle,st_wpn_aug_a2,st_wpn_aug_a2_descr,3.21,42580,
wpn_aug_custom_eot,WP_LR300,w_rifle,st_wpn_aug_a2,st_wpn_aug_a2_descr,3.46,42580,
wpn_aug_freedom,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_ac10632,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.21,36110,
wpn_aug_freedom_acog,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.46,36110,
wpn_aug_freedom_aim_acro,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_aim_low,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_c-more,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.21,36110,
wpn_aug_freedom_e0t2,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_echo1,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_eot,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.46,36110,
wpn_aug_freedom_gee36,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_hco,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_he510,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_infiltrator_tactical_kit,WP_LR300,w_smg,st_wpn_aug_9mm_infiltrator,st_wpn_aug_9mm_infiltrator_descr,4.55,36110,
wpn_aug_freedom_infiltrator_tactical_kit_off,WP_LR300,w_smg,st_wpn_aug_9mm_infiltrator,st_wpn_aug_9mm_infiltrator_descr,4.55,36110,
wpn_aug_freedom_lco1,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_monstrum,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_p1x42,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_rmr,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_romeo4,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_romeo8,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_spec_alt,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_specter,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_spectre_tactical_kit,WP_LR300,w_smg,st_wpn_aug_9mm_spectre,st_wpn_aug_9mm_spectre_descr,4.22,36110,
wpn_aug_freedom_spectre_tactical_kit_off,WP_LR300,w_smg,st_wpn_aug_9mm_spectre,st_wpn_aug_9mm_spectre_descr,4.22,36110,
wpn_aug_freedom_t12,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_tac30,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_trihawk,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_uh2,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_freedom_vulcan,WP_LR300,w_smg,st_wpn_aug_9mm,st_wpn_aug_9mm_descr,3.35,36110,
wpn_aug_merc,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_ac10632,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.21,54180,
wpn_aug_merc_acog,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.46,54180,
wpn_aug_merc_ado,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_aim_acro,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_aimpoint,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.08,54180,
wpn_aug_merc_c-more,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.21,54180,
wpn_aug_merc_c79,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_compm4s,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.33,54180,
wpn_aug_merc_cortex,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_e0t2,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.18,54180,
wpn_aug_merc_e0t2_magd,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_e0t2_magd_off,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_echo1,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_ekp8_18,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.22,54180,
wpn_aug_merc_eot,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.46,54180,
wpn_aug_merc_gauss_sight,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_gee36,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_hamr,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_he510,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_kemper,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.22,54180,
wpn_aug_merc_leupold,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.63,54180,
wpn_aug_merc_marchf,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.59,54180,
wpn_aug_merc_mark8_rmr,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_mepro,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.32,54180,
wpn_aug_merc_p1x42,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_pn23,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_point_aimpro,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.28,54180,
wpn_aug_merc_ps320,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_romeo4,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_spec_alt,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_specter,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.62,54180,
wpn_aug_merc_susat,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.37,54180,
wpn_aug_merc_t12,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_tac30,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_triji,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_uh1_magd,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_merc_uh1_magd_off,WP_LR300,w_rifle,st_wpn_aug_thales,st_wpn_aug_thales_descr,3.50,54180,
wpn_aug_modern,WP_LR300,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,3.00,45690,
wpn_aug_modern_ac10632,WP_LR300,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,3.02,45690,
wpn_aug_modern_acog,WP_LR300,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,3.26,45690,
wpn_aug_modern_aimpoint,WP_LR300,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,3.08,45690,
wpn_aug_modern_c-more,WP_LR300,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,3.02,45690,
wpn_aug_modern_compm4s,WP_LR300,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,3.33,45690,
wpn_aug_modern_e0t2,WP_LR300,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,3.18,45690,
wpn_aug_modern_ekp8_18,WP_LR300,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,3.22,45690,
wpn_aug_modern_eot,WP_LR300,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,3.27,45690,
wpn_aug_modern_kemper,WP_LR300,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,3.22,45690,
wpn_aug_modern_leupold,WP_LR300,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,3.63,45690,
wpn_aug_modern_marchf,WP_LR300,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,3.59,45690,
wpn_aug_modern_mepro,WP_LR300,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,3.32,45690,
wpn_aug_modern_point_aimpro,WP_LR300,w_rifle,st_wpn_aug_a3,st_wpn_aug_a3_descr,3.28,45690,
