~, St_ui_dbg_spawn_type, Pda_encyclopedia_name, Army, Bandit, Csky, Dolg, Ecolog, Freedom, Greh, Isg, Killer, Monolith, Renegade, Stalker, Zombied
wpn_tt33_modern,st_data_export_weapon_kind_pistol,st_wpn_tt33_modern,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_sniper","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper","st_rank_experienced, st_rank_professional","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_any, st_rank_novice, st_rank_trainee"
wpn_vityaz,st_data_export_weapon_kind_smg,st_wpn_vityaznew,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_ssu","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_l85_m2,st_data_export_weapon_kind_rifle,st_wpn_l85_m2,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_wincheaster1300,st_data_export_weapon_kind_shotgun,st_wpn_toz194,,,"st_rank_novice, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,"st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_kriss_vector,st_data_export_weapon_kind_smg,st_wpn_kriss,,,"st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_legend",,,
wpn_usp_match,st_data_export_weapon_kind_pistol,st_wpn_usp_match,,,,,,,,"st_rank_blackops",,,,,
wpn_akm_isg,st_data_export_weapon_kind_rifle,st_wpn_akm_isg,,,,,,,"st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend",,,
wpn_svd_m1,st_data_export_weapon_kind_sniper,st_wpn_svd_m1,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_sniper","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_trainee","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_toz34_obrez,st_data_export_weapon_kind_shotgun,st_wpn_toz34_obrez,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_trainee",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert"
wpn_ak74_isg,st_data_export_weapon_kind_rifle,st_wpn_ak74_isg,,,,,,,"st_rank_legend","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend",,,
wpn_ak74m,st_data_export_weapon_kind_rifle,st_wpn_ak74m,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_saiga12s_isg,st_data_export_weapon_kind_shotgun,st_wpn_saiga12s_isg,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_legend",,,
wpn_remington700_lapua700,st_data_export_weapon_kind_sniper,st_wpn_remington700_lapua700,,,,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend","st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper",,"st_rank_master, st_rank_legend",
wpn_pkm_siber,st_data_export_weapon_kind_rifle,st_wpn_pkm_siber,,,,,"st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend",
wpn_fort,st_data_export_weapon_kind_pistol,st_wpn_fort12,,,,"st_rank_experienced, st_rank_professional",,,,,,,,,
wpn_pkp_siber,st_data_export_weapon_kind_rifle,st_wpn_pkp_siber,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,"st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",
wpn_ak12_m1,st_data_export_weapon_kind_rifle,st_wpn_ak12_m1,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_expert, st_rank_master, st_rank_legend",
wpn_sig226,st_data_export_weapon_kind_pistol,st_wpn_sig226,,,"st_rank_novice",,"st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,
grenade_rgd5,st_data_export_weapon_kind_explosive,st_grenade_rgd5,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_m4a1_siber,st_data_export_weapon_kind_rifle,st_wpn_m4a1_siber,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_protecta,st_data_export_weapon_kind_shotgun,st_wpn_streetsweeper,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,
wpn_mp5_nimble,st_data_export_weapon_kind_smg,st_wpn_mp5_nimble,,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_veteran, st_rank_expert",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,,
wpn_glock17_m1,st_data_export_weapon_kind_pistol,st_wpn_glock17_m1,,,"st_rank_novice",,"st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,
wpn_fnp45,st_data_export_weapon_kind_pistol,st_wpn_fnp45,,,"st_rank_novice",,"st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,
wpn_fn57,st_data_export_weapon_kind_pistol,st_wpn_fn57,,,"st_rank_novice",,"st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_blackops","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,
wpn_saiga12s_m2,st_data_export_weapon_kind_shotgun,st_wpn_saiga12s_m2,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master","st_rank_master, st_rank_legend","st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",
wpn_m4_tac,st_data_export_weapon_kind_rifle,st_wpn_m4_tac,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_blackops","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_thompson_1921,st_data_export_weapon_kind_smg,st_wpn_thompson_1921,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_experienced, st_rank_professional",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,"st_rank_novice, st_rank_trainee",,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_colt1911_n,st_data_export_weapon_kind_pistol,st_wpn_colt1911_n,,,"st_rank_novice",,"st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper",,,
wpn_colt1911_custom,st_data_export_weapon_kind_pistol,st_wpn_svi,,,"st_rank_novice",,"st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper",,,
wpn_ash12,st_data_export_weapon_kind_rifle,st_wpn_ash12,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_ssu",,,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,"st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_master, st_rank_legend",
wpn_ak74u,st_data_export_weapon_kind_rifle,st_wpn_ak74u,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_pp2000,st_data_export_weapon_kind_smg,st_wpn_pp2000n,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_ssu","st_rank_veteran, st_rank_expert","st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_remington870,st_data_export_weapon_kind_shotgun,st_wpn_remington870,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_fal_aus,st_data_export_weapon_kind_rifle,st_wpn_fal_aus,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_ak5c_bas,st_data_export_weapon_kind_rifle,st_wpn_ak5c_bas,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_glock,st_data_export_weapon_kind_pistol,st_wpn_glock,,,"st_rank_novice",,"st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper","st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,
wpn_aug_merc,st_data_export_weapon_kind_rifle,st_wpn_aug_thales,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_ak104_alfa,st_data_export_weapon_kind_rifle,st_wpn_ak104_alfa,"st_rank_master, st_rank_legend",,,"st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_expert, st_rank_master, st_rank_legend",
wpn_val,st_data_export_weapon_kind_rifle,st_wpn_val,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_ssu","st_rank_master, st_rank_legend",,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_expert, st_rank_master, st_rank_legend",
wpn_udp9,st_data_export_weapon_kind_smg,st_wpn_udp9,,,"st_rank_novice, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert",,"st_rank_experienced, st_rank_professional",,
wpn_ace52,st_data_export_weapon_kind_rifle,st_wpn_ace52,,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend"
wpn_vssk,st_data_export_weapon_kind_sniper,st_wpn_vssk,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend",,,"st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",,"st_rank_novice, st_rank_trainee",,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert, st_rank_master, st_rank_legend, st_rank_gauss, st_rank_rg6, st_rank_sniper","st_rank_master, st_rank_legend","st_rank_master, st_rank_legend",
wpn_bm16_full,st_data_export_weapon_kind_shotgun,st_wpn_bm16_full,,"st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert","st_rank_trainee","st_rank_novice, st_rank_trainee","st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional",,,,,,,"st_rank_novice, st_rank_trainee, st_rank_experienced","st_rank_any, st_rank_novice, st_rank_trainee, st_rank_experienced, st_rank_professional, st_rank_veteran, st_rank_expert"
