id,name_key,field_name,spot,level,x,y,z,anomaly_types,artefacts
pri_b303_anomal_zone,,pri_b303_anomaly_spot,pri_b303_anomaly_spot,pripyat,28.866,-0.487,290.059,,af_cristall:23.8;af_electra_moonlight:23.8;af_ring:23.8;af_dummy_battery:7.1;af_electra_flash:7.1;af_electra_sparkler:7.1;af_ice:7.1
pri_b304_anomal_zone,,pri_b304_anomaly_spot,pri_b304_anomaly_spot,pripyat,-138.220,-11.178,-223.692,,af_bracelet:17.9;af_eye:17.9;af_fuzz_kolobok:17.9;af_vyvert:17.9;af_baloon:7.1;af_glass:7.1;af_blood:3.6;af_cristall_flower:3.6;af_mincer_meat:3.6;af_soul:3.6
pri_b306_anomal_zone,,pri_b306_anomaly_spot,pri_b306_anomaly_spot,pripyat,-63.942,20.902,94.021,Electro,af_cristall:23.8;af_electra_moonlight:23.8;af_ring:23.8;af_dummy_battery:7.1;af_electra_flash:7.1;af_electra_sparkler:7.1;af_ice:7.1
pri_b307_anomal_zone,,pri_b307_anomaly_spot,pri_b307_anomaly_spot,pripyat,-168.970,-0.507,-49.346,,af_cristall:23.8;af_lobster_eyes:23.8;af_pin:23.8;af_dummy_glassbeads:7.1;af_itcher:7.1;af_baloon:4.8;af_fire:4.8;af_fireball:4.8
pri_wa_anomal_zone,,pri_wa_anomaly_spot,pri_wa_anomaly_spot,pripyat,25.176,-0.507,68.633,,af_fuzz_kolobok:16.1;af_vyvert:16.1;af_bracelet:8.9;af_eye:8.9;af_empty:7.1;af_gravi:7.1;af_sponge:7.1;af_glass:6.0;af_baloon:3.6;af_mincer_meat:3.6;af_soul:3.6;af_full_empty:2.4;af_gold_fish:2.4;af_blood:1.8;af_cristall_flower:1.8;af_medusa:1.8;af_night_star:1.8
pol_smart_terrain_1_2_anomal_zone,st_pol_smart_terrain_1_2_anomaly_spot_name,pol_smart_terrain_1_2_anomaly_spot,pol_zone_field_radioactive_strong_0001,y04_pole,-109.896,0.312,74.352,Radioactive,af_dummy_battery:37.5;af_electra_sparkler:37.5;af_ball:1.6;af_black_angel:1.6;af_chelust:1.6;af_cocoon:1.6;af_ear:1.6;af_fonar:1.6;af_generator:1.6;af_kislushka:1.6;af_moh:1.6;af_peas:1.6;af_sandstone:1.6;af_signet:1.6;af_skull_miser:1.6;af_spaika:1.6;af_tapeworm:1.6;af_zhelch:1.6
zat_b100_anomal_zone,,zat_b100_anomaly_spot,zat_b100_anomaly_spot,zaton,-359.656,39.986,-353.102,,af_soul:20.0;af_cristall_flower:13.3;af_dummy_battery:13.3;af_electra_sparkler:13.3;af_medusa:6.7;af_mincer_meat:6.7;af_night_star:6.7;af_electra_moonlight:3.2;af_fuzz_kolobok:2.3;af_cristall:2.2;af_ring:2.2;af_empty:1.3;af_gravi:1.3;af_sponge:1.3;af_vyvert:1.3;af_bracelet:1.0;af_dummy_dummy:1.0;af_eye:1.0;af_lobster_eyes:1.0;af_pin:1.0
zat_b101_anomal_zone,,zat_b101_anomaly_spot,zat_b101_zone_field_acidic_weak,zaton,-348.500,5.038,159.545,Chemical,af_blood:16.7;af_cristall_flower:16.7;af_mincer_meat:16.7;af_soul:16.7;af_bracelet:4.2;af_eye:4.2;af_fuzz_kolobok:4.2;af_vyvert:4.2;af_cell:1.4;af_dragon_eye:1.4;af_elektron:1.4;af_generator:1.4;af_grapes:1.4;af_kogot:1.4;af_lighthouse:1.4;af_medallion:1.4;af_repei:1.4;af_serofim:1.4;af_star_phantom:1.4;af_sun:1.4
zat_b14_anomal_zone,,zat_b14_anomaly_spot,zat_b14_zone_field_radioactive_weak,zaton,403.265,-5.736,231.111,Radioactive; Gravitational,af_soul:27.3;af_cristall_flower:18.2;af_medusa:9.1;af_mincer_meat:9.1;af_night_star:9.1;af_fuzz_kolobok:3.1;af_empty:1.8;af_gravi:1.8;af_sponge:1.8;af_vyvert:1.8;af_bracelet:1.3;af_dummy_dummy:1.3;af_electra_moonlight:1.3;af_eye:1.3;af_lobster_eyes:1.3;af_pin:1.3;af_cell:0.8;af_dragon_eye:0.8;af_elektron:0.8;af_generator:0.8;af_grapes:0.8;af_kogot:0.8;af_lighthouse:0.8;af_medallion:0.8;af_repei:0.8;af_serofim:0.8;af_star_phantom:0.8;af_sun:0.8
zat_b20_anomal_zone,,zat_b20_anomaly_spot,zat_b20_anomaly_spot,zaton,-36.670,24.300,308.288,Thermal,af_dummy_glassbeads:33.3;af_itcher:33.3;af_cristall:5.6;af_lobster_eyes:5.6;af_pin:5.6;af_cell:1.4;af_dragon_eye:1.4;af_elektron:1.4;af_generator:1.4;af_grapes:1.4;af_kogot:1.4;af_lighthouse:1.4;af_medallion:1.4;af_repei:1.4;af_serofim:1.4;af_star_phantom:1.4;af_sun:1.4
zat_b39_anomal_zone,,zat_b39_anomaly_spot,zat_b39_zone_field_acidic_weak,zaton,-296.847,20.699,-142.927,Chemical; Psi,af_blood:16.7;af_cristall_flower:16.7;af_mincer_meat:16.7;af_soul:16.7;af_bracelet:4.2;af_eye:4.2;af_fuzz_kolobok:4.2;af_vyvert:4.2;af_cell:1.4;af_dragon_eye:1.4;af_elektron:1.4;af_generator:1.4;af_grapes:1.4;af_kogot:1.4;af_lighthouse:1.4;af_medallion:1.4;af_repei:1.4;af_serofim:1.4;af_star_phantom:1.4;af_sun:1.4
zat_b53_anomal_zone,,zat_b53_anomaly_spot,zat_b53_anomaly_spot,zaton,419.957,-4.511,411.254,Thermal,af_dummy_glassbeads:33.3;af_itcher:33.3;af_cristall:5.6;af_lobster_eyes:5.6;af_pin:5.6;af_cell:1.4;af_dragon_eye:1.4;af_elektron:1.4;af_generator:1.4;af_grapes:1.4;af_kogot:1.4;af_lighthouse:1.4;af_medallion:1.4;af_repei:1.4;af_serofim:1.4;af_star_phantom:1.4;af_sun:1.4
zat_b54_anomal_zone,,zat_b54_anomaly_spot,zat_b54_anomaly_spot,zaton,272.864,10.860,-286.900,,af_soul:27.3;af_cristall_flower:18.2;af_medusa:9.1;af_mincer_meat:9.1;af_night_star:9.1;af_fuzz_kolobok:3.1;af_empty:1.8;af_gravi:1.8;af_sponge:1.8;af_vyvert:1.8;af_bracelet:1.3;af_dummy_dummy:1.3;af_electra_moonlight:1.3;af_eye:1.3;af_lobster_eyes:1.3;af_pin:1.3;af_cell:0.8;af_dragon_eye:0.8;af_elektron:0.8;af_generator:0.8;af_grapes:0.8;af_kogot:0.8;af_lighthouse:0.8;af_medallion:0.8;af_repei:0.8;af_serofim:0.8;af_star_phantom:0.8;af_sun:0.8
zat_b55_anomal_zone,,zat_b55_anomaly_spot,zat_b55_anomaly_spot,zaton,-51.025,1.623,-184.051,,af_soul:27.3;af_cristall_flower:18.2;af_medusa:9.1;af_mincer_meat:9.1;af_night_star:9.1;af_fuzz_kolobok:3.1;af_empty:1.8;af_gravi:1.8;af_sponge:1.8;af_vyvert:1.8;af_bracelet:1.3;af_dummy_dummy:1.3;af_electra_moonlight:1.3;af_eye:1.3;af_lobster_eyes:1.3;af_pin:1.3;af_cell:0.8;af_dragon_eye:0.8;af_elektron:0.8;af_generator:0.8;af_grapes:0.8;af_kogot:0.8;af_lighthouse:0.8;af_medallion:0.8;af_repei:0.8;af_serofim:0.8;af_star_phantom:0.8;af_sun:0.8
zat_wa_anomal_zone,,zat_wa_anomaly_spot,zat_wa_anomaly_spot,zaton,52.027,-6.918,7.968,,af_soul:26.7;af_cristall_flower:20.0;af_mincer_meat:13.3;af_blood:6.7;af_medusa:6.7;af_night_star:6.7;af_fuzz_kolobok:4.0;af_vyvert:3.0;af_bracelet:2.6;af_eye:2.6;af_empty:1.3;af_gravi:1.3;af_sponge:1.3;af_dummy_dummy:1.0;af_electra_moonlight:1.0;af_lobster_eyes:1.0;af_pin:1.0
zaton_b56_anomal_zone,,zaton_b56_anomaly_spot,zaton_b56_anomaly_spot,zaton,11.301,10.293,-378.825,,
